核心客户号|金融资产余额|金融资产代码|金融资产余额季日均|金融资产余额年日均|金融资产描述
1505623751|250000.00|113|237901.64|170353.29|其它个贷
1164796045|312222.31|112|313406.28|318379.99|按揭
1279208765|29796.19|150|40780.08|22322.99|第三方存管
1520777244|2171.47|101|1950.66|2158.59|活期存款
1503235981|140000.00|140|140000.00|140000.00|国债
1516536221|0.00|107|0.00|18023.95|主动型负债
1519019951|0.00|1071|0.00|60598.80|结构性理财
1224847006|0.00|111|0.00|286227.54|商贷通
1328246817|0.00|1221|0.00|1026946.11|PBSS代销类理财
1507825316|40000.00|170|40000.00|40000.00|保险
1273490084|0.00|103|5215.06|2620.45|钱生钱
1214589151|0.20|161|0.20|0.20|黄金T+D
1168881509|21.86|105|34.28|18.37|金积存
1324235729|0.00|110|0.00|705898.20|贷款
1512794276|462977.52|100|460177.68|494393.57|储蓄存款
1317246264|151236.79|120|141784.76|127605.99|理财
1513539258|31752.91|160|53795.04|9824.84|贵金属
1521317299|0.00|102|4005.13|731.48|定期存款
1509043898|200000.00|114|200000.00|101796.41|消费贷款
1505874520|0.00|130|0.00|7689.29|基金
1506625433|20000.00|142|20000.00|20000.00|电子式储蓄国债
1505084013|300000.00|143|300000.00|300000.00|凭证式国债
1234003916|74.59|201|35.55|6.49|金融IC卡
1211802201|0.00|121|36997.60|86978.85|TSS
1224497286|0.00|113|49180.33|16167.66|其它个贷
1220851096|204645.85|112|205145.50|112095.03|按揭
1505487860|192480.57|150|305813.06|88529.00|第三方存管
1339965158|85096.97|101|105737.22|104058.08|活期存款
1507974425|60000.00|140|60000.00|60000.00|国债
1506768804|0.00|107|31967.21|9131.74|主动型负债
1272744528|0.00|1071|0.00|236886.23|结构性理财
1504956640|200000.00|111|200000.00|182035.93|商贷通
1502753463|1000000.00|1221|1000000.00|1000000.00|PBSS代销类理财
1263322318|3360.00|170|3360.00|3360.00|保险
1206035096|0.00|103|13151.64|12662.64|钱生钱
1115904124|21373.71|161|20554.28|14266.28|黄金T+D
1512541271|21.86|105|34.28|20.56|金积存
1514601416|150000.00|110|150000.00|150000.00|贷款
1335307419|9774.86|100|12121.05|10222.76|储蓄存款
1502720983|0.00|120|0.00|239361.16|理财
1115904124|21373.71|160|20554.28|14266.28|贵金属
1150032597|0.00|102|39064.37|11318.96|定期存款
1264272334|437347.23|114|438741.98|444403.21|消费贷款
1261417739|84980.24|130|82456.43|50909.10|基金
1503035363|150000.00|142|150000.00|150000.00|电子式储蓄国债
1287291420|340000.00|143|340000.00|340000.00|凭证式国债
1101097381|4.55|201|4.55|4.55|金融IC卡
1503243647|0.00|121|0.00|49627.97|TSS
1505325709|399000.00|113|399000.00|188766.47|其它个贷
1259946623|858007.04|112|860677.29|872067.02|按揭
1500225516|200.99|150|1131.92|2337.90|第三方存管
1507501840|3001.85|101|3001.85|1096.49|活期存款
1500324149|10000.00|140|10000.00|10000.00|国债
1512959062|0.00|107|47213.11|16706.59|主动型负债
1160017430|0.00|1071|0.00|55089.82|结构性理财
1508646285|330000.00|111|330000.00|249835.32|商贷通
1505415303|1000000.00|1221|1000000.00|1000000.00|PBSS代销类理财
1511385752|50000.00|170|50000.00|50000.00|保险
1262158688|0.00|103|6726.03|10142.44|钱生钱
1105461483|0.00|161|0.00|56750.36|黄金T+D
1295840016|3935.16|105|4646.00|1137.72|金积存
1509438375|1200000.00|110|1200000.00|1208385.62|贷款
1506079030|159.68|100|159.68|45582.95|储蓄存款
1507112194|271639.73|120|271121.92|184726.67|理财
1105461483|0.00|160|0.00|56750.36|贵金属
1269693224|20000.00|102|20000.00|20000.00|定期存款
1224497286|0.00|114|49180.33|16167.66|消费贷款
1301623309|44468.30|130|44293.73|56487.73|基金
1264481217|150000.00|142|150000.00|78143.71|电子式储蓄国债
1506625433|85000.00|143|85000.00|85000.00|凭证式国债
1104087568|500.00|201|500.00|500.00|金融IC卡
1502136359|280765.21|121|371474.87|437827.51|TSS
1128719578|1000000.00|113|1000000.00|350299.40|其它个贷
1211038146|0.00|112|17400.71|24383.12|按揭
1506881672|0.00|150|10.07|5535.86|第三方存管
1267056539|66.34|101|66.34|3097.11|活期存款
1165115454|1000.00|140|1000.00|613.77|国债
1505084013|0.00|107|0.00|134730.54|主动型负债
1508441717|0.00|1071|0.00|59940.12|结构性理财
1515558668|630000.00|111|630000.00|469670.66|商贷通
1266423143|1100000.00|1221|1100000.00|940119.76|PBSS代销类理财
1500281267|21085.00|170|21085.00|21085.00|保险
1506880085|0.00|103|0.00|1979.41|钱生钱
1199284878|0.09|161|0.09|0.09|黄金T+D
1505146132|21.86|105|34.28|25.40|金积存
1521074491|100000.00|110|100000.00|48203.59|贷款
1315992925|17442.22|100|45861.99|26239.30|储蓄存款
1502744833|0.00|120|19820.47|52616.94|理财
1142809136|2238.52|160|2238.52|2235.46|贵金属
1237663282|300000.00|102|300000.00|300000.00|定期存款
1505325709|399000.00|114|399000.00|188766.47|消费贷款
1516307807|15347.68|130|15323.75|12095.03|基金
1504069900|24000.00|142|24000.00|24000.00|电子式储蓄国债
1513635365|190000.00|143|161967.21|29580.84|凭证式国债
1506677037|50.00|201|50.00|50.00|金融IC卡
1519303504|0.00|121|59333.99|16502.65|TSS
1511247029|250000.00|113|250000.00|124251.50|其它个贷
1100496853|319110.20|112|320109.23|325068.30|按揭
1503243647|77163.90|150|124428.89|52929.80|第三方存管
1101093880|444824.67|101|405985.50|371378.75|活期存款
1505930701|95000.00|140|95000.00|75658.68|国债
1506836022|0.00|107|0.00|10179.64|主动型负债
1201251720|0.00|1071|0.00|65389.22|结构性理财
1309557925|0.00|111|0.00|616503.00|商贷通
1502901857|1000000.00|1221|1000000.00|1000000.00|PBSS代销类理财
1507013779|10000.00|170|10000.00|10000.00|保险
1509540215|0.00|103|0.00|4560.90|钱生钱
1170585853|2.64|161|2.64|947.76|黄金T+D
1355075586|5115.71|105|5959.48|1431.75|金积存
1167661024|1240000.00|110|1240000.00|1206586.82|贷款
1509117977|1920.25|100|1920.25|45090.68|储蓄存款
1281633701|266460.55|120|154051.42|45283.18|理财
1170585853|2.64|160|2.64|947.76|贵金属
1521074491|20000.00|102|23278.69|11796.40|定期存款
1128719578|1000000.00|114|1000000.00|350299.40|消费贷款
1503799564|50000.00|130|13691.61|22454.46|基金
1275058359|2000.00|142|2000.00|676.65|电子式储蓄国债
1277886093|2000.00|143|2000.00|2000.00|凭证式国债
1517193657|0.00|201|0.00|14.97|金融IC卡
1506832150|50069.32|121|110489.66|113824.24|TSS
1264852736|150000.00|113|150000.00|74550.90|其它个贷
1228602313|1129524.78|112|1131801.59|383703.02|按揭
1307732621|252.01|150|375.89|3484.93|第三方存管
1519901759|53.12|101|63340.85|16458.30|活期存款
1325992094|76000.00|140|76000.00|76000.00|国债
1297126693|0.00|107|0.00|55688.62|主动型负债
1512621202|0.00|1071|0.00|199101.80|结构性理财
1509438375|1200000.00|111|1200000.00|1208385.62|商贷通
1112266794|1000000.00|1221|1000000.00|1000000.00|PBSS代销类理财
1505623751|3504.00|170|3504.00|3504.00|保险
1511929526|0.00|103|0.00|3150.16|钱生钱
1111822739|0.01|161|0.01|0.01|黄金T+D
1510876247|21.86|105|34.28|20.56|金积存
1521536043|300000.00|110|300000.00|142814.37|贷款
1507396552|11304.60|100|11304.60|12150.54|储蓄存款
1508329235|50768.97|120|50557.33|48208.71|理财
1111822739|0.01|160|0.01|0.01|贵金属
1518953190|36200.00|102|36200.00|59880.37|定期存款
1511247029|250000.00|114|250000.00|124251.50|消费贷款
1272917548|10018.29|130|6732.58|13587.11|基金
1270177867|100000.00|142|100000.00|100000.00|电子式储蓄国债
1509579739|100000.00|143|85245.90|15568.86|凭证式国债
1519544602|100.00|201|100.00|36.23|金融IC卡
1504536133|50377.53|121|44429.40|8976.19|TSS
1506100733|0.00|113|0.00|60025.37|其它个贷
1224358748|0.00|112|8944.99|55537.71|按揭
1507396552|13963.15|150|22005.90|14706.40|第三方存管
1519435582|29507.37|101|22917.21|7628.91|活期存款
1320026414|50000.00|140|50000.00|20658.68|国债
1511385752|0.00|107|0.00|54491.02|主动型负债
1514793746|0.00|1071|0.00|88143.71|结构性理财
1167661024|1240000.00|111|1240000.00|1206586.82|商贷通
1507121808|1000000.00|1221|1000000.00|1000000.00|PBSS代销类理财
1163471318|2320.00|170|2320.00|2320.00|保险
1506079030|0.00|103|0.00|40983.93|钱生钱
1500211885|0.00|161|1307.08|4948.26|黄金T+D
1092468175|218.62|105|342.84|205.57|金积存
1508130513|300000.00|110|300000.00|201676.64|贷款
1504583099|20341.99|100|25878.69|30313.11|储蓄存款
1509496116|650045.62|120|646191.08|614731.87|理财
1247332265|1.32|160|1.32|1.32|贵金属
1298742447|0.00|102|0.00|65988.02|定期存款
1505623751|250000.00|114|237901.64|170353.29|消费贷款
1507024668|2.47|130|2.47|3507.15|基金
1172104339|70000.00|142|70000.00|82035.93|电子式储蓄国债
1504069900|9000.00|143|9000.00|9000.00|凭证式国债
1506699396|0.00|201|0.00|116.77|金融IC卡
1272787683|220095.67|121|190518.67|212403.88|TSS
1142318901|0.00|113|32786.89|5988.02|其它个贷
1513103865|259777.72|112|261435.28|268398.50|按揭
1508068433|279.54|150|416.54|1002.00|第三方存管
1500821565|60141.54|101|60406.13|101797.32|活期存款
1505084013|300000.00|140|300000.00|300000.00|国债
1329671060|0.00|107|39344.26|9131.74|主动型负债
1272257285|0.00|1071|0.00|672095.81|结构性理财
1249537909|77800.00|111|74245.88|31065.04|商贷通
1507197697|2400000.00|1221|2875409.84|3304191.62|PBSS代销类理财
1500028796|100000.00|170|100000.00|100000.00|保险
1509496116|0.00|103|4995.43|27605.80|钱生钱
1108408475|115324.02|161|214821.33|104118.32|黄金T+D
1105461483|21.86|105|34.28|25.78|金积存
1505760165|200000.00|110|171639.35|125579.81|贷款
1500060500|74097.11|100|71805.00|35359.95|储蓄存款
1520777244|80097.42|120|80104.93|43725.03|理财
1108408475|115324.02|160|214821.33|104118.32|贵金属
1506484503|30361.08|102|30361.08|28447.83|定期存款
1258918206|381222.26|114|384004.59|395700.63|消费贷款
1504536133|13141.13|130|8448.32|14549.77|基金
1253705271|300000.00|142|300000.00|300000.00|电子式储蓄国债
1275058359|47000.00|143|46262.30|26179.64|凭证式国债
1234003916|68.56|201|25.68|4.69|金融IC卡
1223338810|270564.25|121|354381.94|387473.01|TSS
1279791046|712000.00|113|712000.00|712000.00|其它个贷
1510576646|159798.89|112|160946.00|154304.81|按揭
1281633701|3.00|150|5870.35|17493.25|第三方存管
1274134335|320.73|101|320.73|9839.51|活期存款
1294163210|10000.00|140|10000.00|3353.29|国债
1305840789|0.00|107|95901.64|82485.03|主动型负债
1512950275|0.00|1071|0.00|59940.12|结构性理财
1512581715|0.00|111|0.00|46006.58|商贷通
1509975912|3000000.00|1221|3000000.00|3000000.00|PBSS代销类理财
1297141013|0.00|170|0.00|0.00|保险
1274254836|0.00|103|33492.72|17347.99|钱生钱
1107095309|573.39|161|573.39|572.61|黄金T+D
1093366679|11368.24|105|8830.76|1612.80|金积存
1196339335|150000.00|110|150000.00|161077.85|贷款
1320143390|13575.44|100|104941.03|299714.04|储蓄存款
1260976881|410950.30|120|264958.78|411531.65|理财
1107095309|573.39|160|573.39|572.61|贵金属
1500060500|72097.11|102|69280.46|16671.65|定期存款
1506100733|0.00|114|0.00|60025.37|消费贷款
1520072641|105037.77|130|100142.50|77305.30|基金
1108402689|32000.00|142|32000.00|32000.00|电子式储蓄国债
1506601344|160000.00|143|160000.00|160000.00|凭证式国债
1511174391|1000.00|201|737.70|134.73|金融IC卡
1518973983|50000.00|121|50000.00|44011.98|TSS
1247645975|0.00|113|29934.43|5497.01|其它个贷
1511603924|271875.05|112|273162.61|278571.51|按揭
1504583099|7.14|150|435.76|803.96|第三方存管
1516536749|24752.21|101|24847.31|22637.74|活期存款
1294000448|70000.00|140|70000.00|66691.62|国债
1500058211|0.00|107|0.00|9131.74|主动型负债
1109993751|0.00|1071|0.00|55089.82|结构性理财
1511694626|0.00|111|0.00|1370059.88|商贷通
1197288272|1000000.00|1221|1000000.00|1000000.00|PBSS代销类理财
1112266794|29120.00|170|29120.00|29120.00|保险
1518953190|0.00|103|0.00|30183.36|钱生钱
1142809136|2238.52|161|2238.52|2235.46|黄金T+D
1505016309|1311.72|105|2057.04|1546.51|金积存
1511110380|100000.00|110|107868.85|40838.32|贷款
1317246264|8833.84|100|17430.51|13170.29|储蓄存款
1519890041|0.00|120|0.00|100412.88|理财
1500211885|0.00|160|1307.08|4948.26|贵金属
1506503470|0.00|102|0.00|1851.62|定期存款
1519734753|500000.00|114|500000.00|356287.43|消费贷款
1334654785|0.00|130|0.00|50136.47|基金
1255257219|270000.00|142|270000.00|270000.00|电子式储蓄国债
1502333327|15000.00|143|15000.00|15000.00|凭证式国债
1520975160|0.00|121|5748.80|12594.87|TSS
1259946623|38611.14|113|42472.25|59754.76|其它个贷
1514644557|458126.81|112|459214.21|463694.46|按揭
1500060500|15028.85|150|22415.78|11060.08|第三方存管
1238104785|0.00|101|1574.79|37355.88|活期存款
1506625433|105000.00|140|105000.00|105000.00|国债
1506199514|0.00|107|443606.56|526646.70|主动型负债
1510209006|0.00|1071|0.00|55089.82|结构性理财
1511110380|100000.00|111|107868.85|40838.32|商贷通
1100200215|3300000.00|1221|3300000.00|3300000.00|PBSS代销类理财
1234707029|10000.00|170|10000.00|10000.00|保险
1520318054|0.00|103|5250.50|5465.27|钱生钱
1247332265|1.32|161|1.32|1.32|黄金T+D
1503460713|0.00|105|0.00|346.42|金积存
1243774608|23767.64|110|24309.34|28965.64|贷款
1289905367|8754.46|100|30912.60|16871.33|储蓄存款
1297655810|0.00|120|0.00|51416.33|理财
1199284878|0.09|160|0.09|0.09|贵金属
1520226498|67767.32|102|45370.94|8456.65|定期存款
1142318901|0.00|114|32786.89|5988.02|消费贷款
1505876315|0.00|130|5680.79|15477.68|基金
1325071738|230000.00|142|230000.00|230000.00|电子式储蓄国债
1504527422|30000.00|143|30000.00|30000.00|凭证式国债
1317246264|151236.79|121|141784.76|127605.99|TSS
1514223178|1111500.00|113|1111500.00|1111500.00|其它个贷
1511787687|169560.58|112|171622.92|178876.99|按揭
1500045215|34.27|150|50.91|7861.17|第三方存管
1512054146|1.26|101|7455.22|5005.57|活期存款
1503035363|150000.00|140|150000.00|150000.00|国债
1519593981|0.00|107|52131.15|20479.04|主动型负债
1502321843|0.00|1071|0.00|62874.25|结构性理财
1514058237|2279823.91|111|2322482.90|2495429.94|商贷通
1199219595|0.00|1221|2065573.77|2829341.32|PBSS代销类理财
1208513828|2410.00|170|2410.00|2410.00|保险
1222346703|0.00|103|86536.69|17295.58|钱生钱
1513539258|31752.91|161|53795.04|9824.84|黄金T+D
1235607463|58765.05|105|86005.16|28395.59|金积存
1150032597|1100000.00|110|865573.77|223952.09|贷款
1309557925|10083.46|100|8008.05|23823.67|储蓄存款
1290831670|673633.70|120|659660.11|488106.39|理财
1097425148|10205.77|160|10205.77|10191.84|贵金属
1500324911|0.00|102|0.00|1730.17|定期存款
1279791046|712000.00|114|712000.00|712000.00|消费贷款
1519327686|0.00|130|0.00|1734.21|基金
1269322866|60000.00|142|60000.00|60000.00|电子式储蓄国债
1335017020|15000.00|143|15000.00|15000.00|凭证式国债
1517373214|100512.88|121|90980.53|94675.28|TSS
1228602313|115341.43|113|118687.96|142922.21|其它个贷
1132944515|107033.79|112|107343.02|108571.02|按揭
1298577411|18792.97|150|12057.57|7816.70|第三方存管
1519306718|700.28|101|7731.28|4274.88|活期存款
1277886093|2000.00|140|2000.00|2000.00|国债
1500281267|0.00|107|22950.82|5239.52|主动型负债
1227190777|0.00|1071|0.00|165269.46|结构性理财
1509389235|380000.00|111|380000.00|273742.53|商贷通
1051732755|11300000.00|1221|11300000.00|11300000.00|PBSS代销类理财
1153439583|70000.00|170|70000.00|70000.00|保险
1516391727|0.00|103|23450.48|8639.59|钱生钱
1169582405|1.13|161|1.13|0.95|黄金T+D
1504432414|0.00|105|0.00|797.61|金积存
1309557925|0.00|110|0.00|616503.00|贷款
1217655587|292153.45|100|369194.67|209205.13|储蓄存款
1509117977|163519.96|120|162805.44|183480.29|理财
1232243265|0.22|160|0.22|0.22|贵金属
1508291471|224.12|102|224.12|1017.98|定期存款
1500137650|1063999.96|114|1068819.64|1089708.56|消费贷款
1273490084|3.75|130|3.75|19775.80|基金
1059971414|20000.00|142|20000.00|10299.40|电子式储蓄国债
1091863555|70000.00|143|70000.00|70000.00|凭证式国债
1506006374|130162.05|121|102407.91|91656.31|TSS
1253133501|0.00|113|0.00|59281.34|其它个贷
1097700121|319698.41|112|321461.71|328731.38|按揭
1501927996|22411.73|150|40505.39|18551.75|第三方存管
1509540215|731.05|101|2231.89|12319.48|活期存款
1264481217|150000.00|140|150000.00|78143.71|国债
1513975761|0.00|107|0.00|4191.62|主动型负债
1511876769|0.00|1071|0.00|27544.91|结构性理财
1505760165|200000.00|111|171639.35|125579.81|商贷通
1200647105|1200000.00|1221|1200000.00|1200000.00|PBSS代销类理财
1160021956|68000.00|170|68000.00|68000.00|保险
1512090052|0.00|103|0.00|69263.87|钱生钱
1232243265|0.22|161|0.22|0.22|黄金T+D
1508009829|21.86|105|34.28|25.78|金积存
1512151664|300000.00|110|300000.00|288323.35|贷款
1521536043|40044.32|100|23432.87|16303.39|储蓄存款
1168369259|260589.81|120|288518.09|262069.36|理财
1228602313|0.34|160|0.34|0.34|贵金属
1348248439|108206.86|102|102864.32|69807.69|定期存款
1092805817|379251.26|114|381042.84|388470.26|消费贷款
1288870410|13.08|130|13.08|13.05|基金
1500221259|400000.00|142|400000.00|400000.00|电子式储蓄国债
1511546155|50000.00|143|50000.00|50000.00|凭证式国债
1500116622|170075.48|121|163382.87|39576.02|TSS
1514025434|150000.00|113|150000.00|150000.00|其它个贷
1520708323|849144.54|112|851987.52|391257.89|按揭
1266929982|0.00|150|0.00|2318.24|第三方存管
1506856796|253.69|101|1116.40|1014.95|活期存款
1509579739|100000.00|140|85245.90|15568.86|国债
1502296933|0.00|107|177049.18|33413.17|主动型负债
1261397983|0.00|1071|0.00|136227.54|结构性理财
1222346703|1000000.00|111|653819.67|119410.18|商贷通
1204099206|3000000.00|1221|3000000.00|3000000.00|PBSS代销类理财
1352109097|30000.00|170|30000.00|30000.00|保险
1502744833|0.00|103|12968.88|5258.34|钱生钱
1228602313|0.34|161|0.34|0.34|黄金T+D
1505561129|0.00|105|0.00|104.09|金积存
1511174391|500000.00|110|500000.00|500000.00|贷款
1517203901|1000010.03|100|1000010.03|967075.65|储蓄存款
1146444638|306181.64|120|304837.81|284407.89|理财
1161473405|0.00|102|0.00|163.34|定期存款
1111822739|576000.00|114|577737.70|586688.62|消费贷款
1318209180|85386.11|130|84972.71|62814.15|基金
1103110151|35000.00|142|35000.00|35000.00|电子式储蓄国债
1104123080|1000000.00|143|1000000.00|796407.19|凭证式国债
1272488352|120265.48|121|145005.33|134140.69|TSS
1501021023|300000.00|113|213114.75|149476.05|其它个贷
1177838171|701003.79|112|703238.38|716926.65|按揭
1308293901|8928.23|150|5088.18|1687.23|第三方存管
1521376715|2000.00|101|15543.40|12444.12|活期存款
1282729508|20000.00|140|20000.00|4790.42|国债
1330554536|0.00|107|0.00|10479.04|主动型负债
1513741650|0.00|1071|0.00|41317.37|结构性理财
1315992925|1090000.00|111|1229344.26|1081407.18|商贷通
1274891388|0.00|1221|0.00|826047.90|PBSS代销类理财
1332208130|200000.00|170|200000.00|200000.00|保险
1281633701|0.00|103|0.00|5776.72|钱生钱
1118885617|61432.22|105|96234.46|34108.42|金积存
1249537909|77800.00|110|74245.88|31065.04|贷款
1500060403|39.51|100|1875.58|29494.11|储蓄存款
1153115958|310278.75|120|271446.14|111913.41|理财
1519252357|0.00|102|4313.76|8753.55|定期存款
1247645975|0.00|114|29934.43|5497.01|消费贷款
1505157758|37524.91|130|37294.58|41574.91|基金
1502481826|50000.00|142|50000.00|50000.00|电子式储蓄国债
1307390884|500.00|143|500.00|500.00|凭证式国债
1279480140|0.00|121|0.00|27446.57|TSS
1088931508|0.00|113|0.00|8383.23|其它个贷
1157241998|343375.03|112|345322.55|353374.20|按揭
1264272334|8678.62|150|25238.78|35857.63|第三方存管
1260976881|508118.47|101|476023.75|485856.00|活期存款
1504069900|33000.00|140|33000.00|33000.00|国债
1271070821|0.00|107|0.00|82634.73|主动型负债
1153714322|0.00|1071|0.00|474251.50|结构性理财
1515862954|245000.00|111|237868.86|239565.86|商贷通
1285746829|2000000.00|1221|2000000.00|2000000.00|PBSS代销类理财
1290225257|1560.00|170|1560.00|1560.00|保险
1506319305|0.00|103|0.00|900.91|钱生钱
1279632018|3344.89|105|5245.44|3927.67|金积存
1222346703|1000000.00|110|653819.67|119410.18|贷款
1500821565|60141.54|100|60406.13|101797.32|储蓄存款
1505876315|60211.73|120|54784.06|38531.51|理财
1503799564|0.00|102|0.00|0.00|定期存款
1222006826|371405.11|114|373534.48|382479.68|消费贷款
1317246264|29524.25|130|29700.88|28544.69|基金
1229523979|150000.00|142|150000.00|150000.00|电子式储蓄国债
1509299600|220000.00|143|220000.00|220000.00|凭证式国债
1500263486|1259014.04|121|1334858.80|962392.27|TSS
1287851689|296000.00|113|278622.95|250817.36|其它个贷
1194266305|251291.41|112|252782.53|259682.90|按揭
1128202554|5.00|150|53.35|23.85|第三方存管
1294688045|4.50|101|4.50|1461.11|活期存款
1275058359|49000.00|140|48262.30|26856.29|国债
1507506251|0.00|107|28688.52|5239.52|主动型负债
1316244027|0.00|1071|0.00|119880.24|结构性理财
1323714175|220000.00|111|137704.92|140658.68|商贷通
1306964680|0.00|1221|0.00|1766467.07|PBSS代销类理财
1219958829|21390.00|170|21390.00|21390.00|保险
1196339335|0.00|103|0.00|6921.32|钱生钱
1330820715|334248.10|105|407385.34|89490.59|金积存
1261417739|300000.00|110|300000.00|193113.77|贷款
