核心客户号|金融资产余额|金融资产代码|金融资产余额季日均|金融资产余额年日均|金融资产描述
1507601501|16840.83|150|412.16|412.16|第三方存管
1522658239|20393.62|101|16148.11|16148.11|活期存款
1317467694|200.00|202|139.02|139.02|储值卡
1270090184|100000.00|140|100000.00|100000.00|国债
1520136930|100000.00|107|128048.78|128048.78|主动型负债
1521719023|0.00|1071|17073.17|17073.17|结构性理财
1329394309|0.00|111|858292.68|858292.68|商贷通
1301201537|0.00|1221|219512.20|219512.20|PBSS代销类理财
1526912218|50000.00|170|50000.00|50000.00|保险
1527866009|0.00|103|19269.53|19269.53|钱生钱
1508133993|238532.04|131|231164.98|231164.98|一般基金
1263189896|26.13|105|24.74|24.74|金积存
1329394309|0.00|110|858292.68|858292.68|贷款
1526505563|74005.08|100|74002.16|74002.16|储蓄存款
1175232724|101461.64|120|184979.62|184979.62|理财
1526732019|194153.37|102|200909.85|200909.85|定期存款
1502117295|1335944.46|114|1342630.77|1342630.77|消费贷款
1508409166|1836.34|130|868.88|868.88|基金
1520665702|22000.00|142|22000.00|22000.00|电子式储蓄国债
1524335985|37.40|201|38.85|38.85|金融IC卡
1523198906|50020.55|121|3659.29|3659.29|TSS
1295592695|199734.46|113|46309.08|46309.08|其它个贷
1115654657|220819.63|112|222119.18|222119.18|按揭
1507489066|32593.88|150|32566.82|32566.82|第三方存管
1527866009|14041.56|101|1116.59|1116.59|活期存款
1516526818|100.00|202|69.51|69.51|储值卡
1522964374|162500.00|140|162500.00|162500.00|国债
1522658239|1000000.00|107|1000000.00|1000000.00|主动型负债
1233448048|0.00|1071|89024.39|89024.39|结构性理财
1324713994|4300000.00|1221|4300000.00|4300000.00|PBSS代销类理财
1126323659|400000.00|170|400000.00|400000.00|保险
1526732019|144153.37|103|115543.99|115543.99|钱生钱
1508409166|1836.34|131|868.88|868.88|一般基金
1525364407|2.61|105|0.06|0.06|金积存
1065543134|243339.93|110|245175.60|245175.60|贷款
1206364396|51768.51|100|24286.85|24286.85|储蓄存款
1514107102|383474.57|120|359356.04|359356.04|理财
1527081194|800000.00|102|799931.97|799931.97|定期存款
1115654657|220819.63|114|222119.18|222119.18|消费贷款
1237582814|0.00|130|262379.27|262379.27|基金
1524656009|10000.00|142|10000.00|10000.00|电子式储蓄国债
1513917050|104.60|201|79.76|79.76|金融IC卡
1519418715|0.00|121|20167.10|20167.10|TSS
1212046301|300000.00|113|300000.00|300000.00|其它个贷
1515168559|700000.00|112|705411.59|705411.59|按揭
1501731905|37.17|150|34.97|34.97|第三方存管
1526732019|50337.39|101|8160.34|8160.34|活期存款
1512362662|0.00|202|26.83|26.83|储值卡
1524656009|10000.00|140|10000.00|10000.00|国债
1527866009|160000.00|107|74146.34|74146.34|主动型负债
1331669757|0.00|1071|22195.12|22195.12|结构性理财
1274304076|3000000.00|1221|3000000.00|3000000.00|PBSS代销类理财
1157944014|100000.00|170|100000.00|100000.00|保险
1527081194|0.00|103|77980.75|77980.75|钱生钱
1237582814|0.00|131|262379.27|262379.27|一般基金
1108568638|13142.38|105|11660.24|11660.24|金积存
1502117295|1335944.46|110|1342630.77|1342630.77|贷款
1350484044|524893.48|100|457857.69|457857.69|储蓄存款
1525227496|200190.68|120|241418.11|241418.11|理财
1520887592|70000.00|102|60609.76|60609.76|定期存款
1515168559|700000.00|114|705411.59|705411.59|消费贷款
1275612378|0.00|130|0.00|0.00|基金
1166182794|0.00|121|146873.71|146873.71|TSS
1503712957|140000.00|113|140000.00|140000.00|其它个贷
1215379161|374275.78|112|377514.11|377514.11|按揭
1522030740|6608.24|150|9605.57|9605.57|第三方存管
1526634323|3330.16|101|2937.99|2937.99|活期存款
1517193222|0.00|202|53.66|53.66|储值卡
1206549105|100000.00|140|15853.66|15853.66|国债
1527081194|800000.00|107|721951.22|721951.22|主动型负债
1504911812|0.00|1071|46097.56|46097.56|结构性理财
1522030740|2000000.00|170|2000000.00|2000000.00|保险
1528104372|0.00|103|1487.85|1487.85|钱生钱
1275612378|0.00|131|0.00|0.00|一般基金
1212046301|26.13|105|24.74|24.74|金积存
1101423384|300000.00|110|23174.27|23174.27|贷款
1520007990|152107.31|100|152105.77|152105.77|储蓄存款
1519378686|0.00|120|70544.61|70544.61|理财
1526634323|360000.00|102|360063.71|360063.71|定期存款
1303457805|200000.00|114|200000.00|200000.00|消费贷款
1515076606|185.06|130|184.49|184.49|基金
1264099172|0.00|121|369592.22|369592.22|TSS
1517388429|0.00|113|505487.80|505487.80|其它个贷
1215080315|227771.88|112|229576.30|229576.30|按揭
1506542553|656.10|150|7200.78|7200.78|第三方存管
1508133993|4397.11|101|109047.94|109047.94|活期存款
1502147964|0.00|202|21.95|21.95|储值卡
1520007990|100000.00|107|100000.00|100000.00|主动型负债
1515149849|120000.00|1071|120000.00|120000.00|结构性理财
1519137530|200000.00|170|200000.00|200000.00|保险
1516786673|0.00|103|0.00|0.00|钱生钱
1515076606|185.06|131|184.49|184.49|一般基金
1060552069|22208.80|105|21029.31|21029.31|金积存
1515168559|700000.00|110|705411.59|705411.59|贷款
1522658239|1020393.62|100|1098278.47|1098278.47|储蓄存款
1528023321|100009.45|120|36595.37|36595.37|理财
1509002008|500000.00|102|384146.34|384146.34|定期存款
1518481139|0.00|114|29512.35|29512.35|消费贷款
1507884673|536772.70|130|512632.53|512632.53|基金
1515426703|367216.08|121|248492.11|248492.11|TSS
1108568638|0.00|113|96707.32|96707.32|其它个贷
1206014034|342608.42|112|343584.49|343584.49|按揭
1500125987|493.90|150|4195.67|4195.67|第三方存管
1526505563|4005.08|101|4002.16|4002.16|活期存款
1514015869|100.00|202|69.51|69.51|储值卡
1520887592|70000.00|107|60609.76|60609.76|主动型负债
1126436158|0.00|1071|1318048.78|1318048.78|结构性理财
1521627422|10000.00|170|10000.00|10000.00|保险
1515478496|79412.73|103|16517.63|16517.63|钱生钱
1507884673|536772.70|131|512632.53|512632.53|一般基金
1504728238|2612.80|105|2474.04|2474.04|金积存
1303457805|200000.00|110|200000.00|200000.00|贷款
1509002008|506125.40|100|508512.56|508512.56|储蓄存款
1527117047|0.00|120|37335.75|37335.75|理财
1206364396|50295.40|102|16928.20|16928.20|定期存款
1164807055|221972.30|114|224263.93|224263.93|消费贷款
1154706022|3102.40|130|3095.49|3095.49|基金
1231017852|70241.93|121|51316.85|51316.85|TSS
1099087833|1490000.00|113|1490000.00|1490000.00|其它个贷
1188363370|190166.41|112|192058.69|192058.69|按揭
1305363041|10.29|150|10.28|10.28|第三方存管
1215823103|640.74|101|640.27|640.27|活期存款
1327965869|33.22|202|88.39|88.39|储值卡
1206364396|50000.00|107|16463.41|16463.41|主动型负债
1520224141|100000.00|1071|100000.00|100000.00|结构性理财
1527883626|10000.00|170|10000.00|10000.00|保险
1256997735|115109.73|103|91143.98|91143.98|钱生钱
1154706022|3102.40|131|3095.49|3095.49|一般基金
1509329129|261.28|105|25.40|25.40|金积存
1206364396|150000.00|110|150000.00|150000.00|贷款
1518258378|305219.62|100|219995.36|219995.36|储蓄存款
1238181897|0.00|120|15338.12|15338.12|理财
1528104372|60000.00|102|21243.95|21243.95|定期存款
1206364396|150000.00|114|150000.00|150000.00|消费贷款
1259076099|419134.37|130|419281.76|419281.76|基金
1515289851|900534.24|121|900697.84|900697.84|TSS
1508931151|100000.00|113|100000.00|100000.00|其它个贷
1214024771|66073.35|112|68950.41|68950.41|按揭
1176229417|621.64|150|621.10|621.10|第三方存管
1528104372|4.39|101|781.78|781.78|活期存款
1511749430|200.00|202|119.51|119.51|储值卡
1350484044|400000.00|107|248780.49|248780.49|主动型负债
1504826465|200000.00|1071|200000.00|200000.00|结构性理财
1521349093|50000.00|170|50000.00|50000.00|保险
1244434230|0.00|103|17386.83|17386.83|钱生钱
1259076099|419134.37|131|419281.76|419281.76|一般基金
1283779571|548.69|105|65.93|65.93|金积存
1518481139|0.00|110|29512.35|29512.35|贷款
1527866009|174041.56|100|94532.46|94532.46|储蓄存款
1507230265|60157.32|120|60013.95|60013.95|理财
1212895415|1500000.00|102|493902.44|493902.44|定期存款
1295592695|199734.46|114|46309.08|46309.08|消费贷款
1270189659|99056.95|130|65124.12|65124.12|基金
1245209866|712074.93|121|223768.31|223768.31|TSS
1501934985|0.00|113|0.00|0.00|其它个贷
1052652917|220000.00|112|222330.79|222330.79|按揭
1507150251|2.15|150|2.15|2.15|第三方存管
1212895415|1013062.47|101|1884658.47|1884658.47|活期存款
1301201537|200.00|202|139.02|139.02|储值卡
1516786673|50000.00|107|50000.00|50000.00|主动型负债
1500682683|0.00|1071|44390.24|44390.24|结构性理财
1329394309|300000.00|170|300000.00|300000.00|保险
1515600927|0.00|103|11599.46|11599.46|钱生钱
1270189659|99056.95|131|65124.12|65124.12|一般基金
1525032876|2612.80|105|2135.80|2135.80|金积存
1164807055|221972.30|110|224263.93|224263.93|贷款
1508409166|227450.90|100|228249.45|228249.45|储蓄存款
1097260784|100321.92|120|112106.27|112106.27|理财
1500150289|200000.00|102|87804.88|87804.88|定期存款
1215379161|374275.78|114|377514.11|377514.11|消费贷款
1173646402|3468.35|130|3639.45|3639.45|基金
1510059255|302369.86|121|290442.81|290442.81|TSS
1283779571|0.00|113|0.00|0.00|其它个贷
1216848919|39135.57|112|40797.82|40797.82|按揭
1126055920|177346.49|150|68288.59|68288.59|第三方存管
1516786673|68.50|101|68.45|68.45|活期存款
1515946839|0.00|202|16.14|16.14|储值卡
1528104372|60000.00|107|19756.10|19756.10|主动型负债
1515432069|110000.00|1071|110000.00|110000.00|结构性理财
1525882548|200000.00|170|200000.00|200000.00|保险
1518258378|4211.88|103|123476.36|123476.36|钱生钱
1173646402|3468.35|131|3639.45|3639.45|一般基金
1324881444|2612.80|105|159.00|159.00|金积存
1295592695|199734.46|110|46309.08|46309.08|贷款
1526732019|244490.76|100|209070.18|209070.18|储蓄存款
1515289851|900534.24|120|900697.84|900697.84|理财
1518258378|204211.88|102|211136.37|211136.37|定期存款
1206014034|342608.42|114|343584.49|343584.49|消费贷款
1226248608|49521.71|130|32557.61|32557.61|基金
1500249728|471477.07|121|386098.26|386098.26|TSS
1500035805|0.00|113|14634.15|14634.15|其它个贷
1208524132|65924.15|112|67435.90|67435.90|按揭
1514385061|459.01|150|3594.41|3594.41|第三方存管
1515478496|2000.00|101|1703.49|1703.49|活期存款
1511956103|150.00|202|104.27|104.27|储值卡
1500150289|200000.00|107|87804.88|87804.88|主动型负债
1265954533|200000.00|1071|200000.00|200000.00|结构性理财
1161256055|30000.00|170|30000.00|30000.00|保险
1508409166|0.00|103|9370.94|9370.94|钱生钱
1226248608|49521.71|131|32557.61|32557.61|一般基金
1263062922|261280.02|105|108050.37|108050.37|金积存
1215080315|227771.88|110|229576.30|229576.30|贷款
1515600927|100885.16|100|116192.95|116192.95|储蓄存款
1503583435|506689.21|120|392586.36|392586.36|理财
1212344024|75000.00|102|93178.44|93178.44|定期存款
1212046301|300000.00|114|300000.00|300000.00|消费贷款
1527096426|10000.49|130|10285.78|10285.78|基金
1508922878|0.00|121|2866.05|2866.05|TSS
1179788300|0.00|113|0.00|0.00|其它个贷
1164807055|221972.30|112|224263.93|224263.93|按揭
1503583435|0.39|150|0.39|0.39|第三方存管
1244434230|22786.46|101|11491.68|11491.68|活期存款
1524715907|50.00|202|34.76|34.76|储值卡
1212344024|60000.00|107|57073.17|57073.17|主动型负债
1192401234|0.00|1071|117073.17|117073.17|结构性理财
1287564180|100000.00|170|100000.00|100000.00|保险
1526340814|0.00|103|28194.05|28194.05|钱生钱
1527096426|10000.49|131|10285.78|10285.78|一般基金
1306304380|25239.65|105|22629.25|22629.25|金积存
1206014034|342608.42|110|343584.49|343584.49|贷款
1516786673|50068.50|100|50068.45|50068.45|储蓄存款
1506205119|0.00|120|552137.07|552137.07|理财
1515478496|229412.73|102|200907.87|200907.87|定期存款
1188363370|190166.41|114|192058.69|192058.69|消费贷款
1507864056|2683.39|130|2710.68|2710.68|基金
1154706022|403347.94|121|492048.17|492048.17|TSS
1281883943|0.00|113|175609.76|175609.76|其它个贷
1065543134|243339.93|112|245175.60|245175.60|按揭
1143049087|58.62|150|57656.94|57656.94|第三方存管
1520007990|2107.31|101|2105.77|2105.77|活期存款
1514743494|20.00|202|11.71|11.71|储值卡
1515478496|150000.00|107|184390.24|184390.24|主动型负债
1270090184|200000.00|1071|200000.00|200000.00|结构性理财
1502386258|100000.00|170|100000.00|100000.00|保险
1237582814|99673.06|103|39038.28|39038.28|钱生钱
1502768869|9954.20|131|9925.33|9925.33|一般基金
1302600265|2116.37|105|527.80|527.80|金积存
1212046301|300000.00|110|300000.00|300000.00|贷款
1212344024|75255.12|100|96360.05|96360.05|储蓄存款
1500111894|312993.04|120|245761.74|245761.74|理财
1256997735|435109.73|102|411143.98|411143.98|定期存款
1214024771|66073.35|114|68950.41|68950.41|消费贷款
1505256207|0.51|130|0.51|0.51|基金
1527118499|500246.58|121|500497.05|500497.05|TSS
1060552069|0.00|113|9756.10|9756.10|其它个贷
1516344269|274291.71|112|276118.94|276118.94|按揭
1130191738|34291.28|150|67575.33|67575.33|第三方存管
1522806610|0.52|101|17227.29|17227.29|活期存款
1520175889|20.00|202|11.71|11.71|储值卡
1244434230|200000.00|107|200000.00|200000.00|主动型负债
1509217592|0.00|1071|17073.17|17073.17|结构性理财
1221123097|20000.00|170|20000.00|20000.00|保险
1327093526|0.00|103|138882.96|138882.96|钱生钱
1505256207|0.51|131|0.51|0.51|一般基金
1501748213|0.00|105|4830.59|4830.59|金积存
1188363370|190166.41|110|192058.69|192058.69|贷款
1515478496|231412.73|100|202611.36|202611.36|储蓄存款
1516314765|264724.55|120|236014.25|236014.25|理财
1244434230|200000.00|102|217386.83|217386.83|定期存款
1060552069|0.00|114|9756.10|9756.10|消费贷款
1511004807|22629.05|130|30610.24|30610.24|基金
1514107102|383474.57|121|359356.04|359356.04|TSS
1206364396|150000.00|113|150000.00|150000.00|其它个贷
1522806610|1572715.86|112|1580453.02|1580453.02|按揭
1065543134|0.69|150|0.69|0.69|第三方存管
1520887592|56.78|101|9864.75|9864.75|活期存款
1515600927|100000.00|107|100000.00|100000.00|主动型负债
1524483050|400000.00|1071|400000.00|400000.00|结构性理财
1229515015|110000.00|170|110000.00|110000.00|保险
1511947177|0.00|103|12765.11|12765.11|钱生钱
1507864056|2683.39|131|2710.68|2710.68|一般基金
1295592695|15679.41|105|5396.10|5396.10|金积存
1214024771|66073.35|110|68950.41|68950.41|贷款
1520887592|70056.78|100|70474.51|70474.51|储蓄存款
1104187157|630560.22|120|602920.12|602920.12|理财
1515600927|100000.00|102|111599.46|111599.46|定期存款
1503712957|140000.00|114|140000.00|140000.00|消费贷款
1506505558|9162.06|130|8884.77|8884.77|基金
1527101102|100094.25|121|85652.28|85652.28|TSS
1101423384|300000.00|113|23174.27|23174.27|其它个贷
1196455424|1001.41|150|1531.11|1531.11|第三方存管
1528023321|276.42|101|8578.55|8578.55|活期存款
1508133993|780000.00|107|563170.73|563170.73|主动型负债
1519109862|500000.00|1071|500000.00|500000.00|结构性理财
1240747689|10000.00|170|10000.00|10000.00|保险
1523198906|0.00|103|157905.87|157905.87|钱生钱
1511004807|22629.05|131|30610.24|30610.24|一般基金
1503822007|14736.19|105|13367.18|13367.18|金积存
1060552069|0.00|110|9756.10|9756.10|贷款
1244434230|222786.46|100|228878.52|228878.52|储蓄存款
1511663225|202094.25|120|193691.74|193691.74|理财
1508133993|780000.00|102|632845.96|632845.96|定期存款
1052652917|220000.00|114|222330.79|222330.79|消费贷款
1501731905|461302.65|130|458903.04|458903.04|基金
1126323659|1006690.41|121|916700.54|916700.54|TSS
1503822007|1266811.50|113|1271158.07|1271158.07|其它个贷
1216759998|112433.54|150|112171.35|112171.35|第三方存管
1514891394|1274.36|101|4778.81|4778.81|活期存款
1518258378|200000.00|107|87804.88|87804.88|主动型负债
1166182794|200000.00|1071|200000.00|200000.00|结构性理财
1505915511|360000.00|170|360000.00|360000.00|保险
1312134929|0.00|103|0.00|0.00|钱生钱
1501731905|461302.65|131|458903.04|458903.04|一般基金
1143049087|2.61|105|0.22|0.22|金积存
1503712957|140000.00|110|140000.00|140000.00|贷款
1508133993|784397.11|100|742352.75|742352.75|储蓄存款
1526373045|100139.73|120|15864.73|15864.73|理财
1528023321|100000.00|102|1219.51|1219.51|定期存款
1517388429|0.00|114|505487.80|505487.80|消费贷款
1509230228|0.00|130|0.00|0.00|基金
1346576501|500996.17|121|482392.49|482392.49|TSS
1115654657|4223.48|150|4219.84|4219.84|第三方存管
1259076099|12012.96|101|9218.84|9218.84|活期存款
1528023321|100000.00|107|1219.51|1219.51|主动型负债
1508211474|20000.00|170|20000.00|20000.00|保险
1510059255|0.00|103|10837.79|10837.79|钱生钱
1505989320|5902.13|131|5840.77|5840.77|一般基金
1154212956|195960.01|105|45607.23|45607.23|金积存
1052652917|220000.00|110|222330.79|222330.79|贷款
1526171249|190398.81|100|154414.94|154414.94|储蓄存款
1513028835|0.00|120|315001.29|315001.29|理财
1514891394|300000.00|102|300000.00|300000.00|定期存款
1108568638|0.00|114|96707.32|96707.32|消费贷款
1521225066|199958.27|130|97781.77|97781.77|基金
1518258378|904091.51|121|803955.43|803955.43|TSS
1510395419|3.79|150|609.85|609.85|第三方存管
1508409166|27450.90|101|26195.58|26195.58|活期存款
1514891394|300000.00|107|300000.00|300000.00|主动型负债
1167381078|70000.00|170|70000.00|70000.00|保险
1515239514|58101.30|103|50308.80|50308.80|钱生钱
1504452816|1.00|131|1.00|1.00|一般基金
1517388429|0.00|110|505487.80|505487.80|贷款
1528023321|100276.42|100|9798.06|9798.06|储蓄存款
1512135780|0.00|120|148038.32|148038.32|理财
1215823103|100000.00|102|100000.00|100000.00|定期存款
1099087833|1490000.00|114|1490000.00|1490000.00|消费贷款
1504452816|1.00|130|1.00|1.00|基金
1292617559|100094.25|121|113213.42|113213.42|TSS
1008519285|105.97|150|3595.69|3595.69|第三方存管
1526340814|2007.25|101|7007.21|7007.21|活期存款
1215823103|100000.00|107|100000.00|100000.00|主动型负债
1101423384|26094.00|170|26094.00|26094.00|保险
1054487198|0.00|103|0.00|0.00|钱生钱
1506505558|9162.06|131|8884.77|8884.77|一般基金
1108568638|0.00|110|96707.32|96707.32|贷款
1514891394|301274.36|100|304778.81|304778.81|储蓄存款
1524643335|100292.33|120|58882.05|58882.05|理财
1508409166|200000.00|102|202053.87|202053.87|定期存款
1508931151|100000.00|114|100000.00|100000.00|消费贷款
1515611812|101915.11|130|38397.72|38397.72|基金
1512631465|202094.25|121|193691.74|193691.74|TSS
1204382706|26.30|150|26.28|26.28|第三方存管
1237582814|2000.45|101|673.70|673.70|活期存款
1508409166|200000.00|107|192682.93|192682.93|主动型负债
1512914944|50000.00|170|50000.00|50000.00|保险
1506098756|714193.02|103|7931488.81|7931488.81|钱生钱
1509230228|0.00|131|0.00|0.00|一般基金
1099087833|1490000.00|110|1490000.00|1490000.00|贷款
1528104372|60004.39|100|22025.73|22025.73|储蓄存款
1523651084|531443.65|120|452212.06|452212.06|理财
1526340814|50000.00|102|97096.49|97096.49|定期存款
1501934985|0.00|114|0.00|0.00|消费贷款
1510967698|0.00|130|0.00|0.00|基金
1323586840|0.00|121|94560.40|94560.40|TSS
1321063933|1.31|150|1758.73|1758.73|第三方存管
1298584678|48.23|101|12834.62|12834.62|活期存款
1526340814|50000.00|107|68902.44|68902.44|主动型负债
1516179902|50000.00|170|50000.00|50000.00|保险
1522806610|476.74|103|62645.17|62645.17|钱生钱
1521225066|199958.27|131|97781.77|97781.77|一般基金
1257901306|2970000.00|110|2970000.00|2970000.00|贷款
1502117295|10.38|100|5416.80|5416.80|储蓄存款
1298584678|60104.79|120|11717.54|11717.54|理财
1237582814|499673.06|102|170745.60|170745.60|定期存款
1283779571|0.00|114|0.00|0.00|消费贷款
1500585686|78557.32|130|75690.93|75690.93|基金
1527721043|0.00|121|97393.81|97393.81|TSS
1230915344|11513.62|150|11503.56|11503.56|第三方存管
1327093526|12588.79|101|13560.36|13560.36|活期存款
1237582814|400000.00|107|131707.32|131707.32|主动型负债
1310733619|7563.12|170|7563.12|7563.12|保险
1264099172|12.39|103|53405.93|53405.93|钱生钱
1500585686|78557.32|131|75690.93|75690.93|一般基金
1508931151|100000.00|110|100000.00|100000.00|贷款
1526340814|52007.25|100|104103.70|104103.70|储蓄存款
1514417728|251246.14|120|371567.57|371567.57|理财
1298584678|60000.00|102|95609.75|95609.75|定期存款
1281883943|0.00|114|175609.76|175609.76|消费贷款
1502768869|9954.20|130|9925.33|9925.33|基金
1506558136|600305.75|121|36594.69|36594.69|TSS
1505699289|0.13|150|0.13|0.13|第三方存管
1511947177|66.24|101|183.51|183.51|活期存款
1298584678|50000.00|107|85609.76|85609.76|主动型负债
1515038714|100000.00|170|100000.00|100000.00|保险
1514107102|0.00|103|22409.90|22409.90|钱生钱
1515611812|101915.11|131|38397.72|38397.72|一般基金
1501934985|0.00|110|0.00|0.00|贷款
1212895415|2513062.47|100|2381065.65|2381065.65|储蓄存款
1524032082|582307.29|120|489051.75|489051.75|理财
1327093526|2100000.00|102|1075346.38|1075346.38|定期存款
1500035805|0.00|114|14634.15|14634.15|消费贷款
1505989320|5902.13|130|5840.77|5840.77|基金
1520136930|50029.79|121|3659.63|3659.63|TSS
1505746054|557.65|150|557.19|557.19|第三方存管
1508832199|57056.88|101|52646.11|52646.11|活期存款
1327093526|2100000.00|107|936463.41|936463.41|主动型负债
1525645706|100000.00|170|100000.00|100000.00|保险
1526171249|0.00|103|21330.27|21330.27|钱生钱
1510967698|0.00|131|0.00|0.00|一般基金
1283779571|0.00|110|0.00|0.00|贷款
1298584678|60048.23|100|108444.38|108444.38|储蓄存款
1126323659|1006690.41|120|916700.54|916700.54|理财
1508832199|600000.00|102|331707.32|331707.32|定期存款
1208524132|65924.15|114|67435.90|67435.90|消费贷款
1513850316|74110.67|130|71406.54|71406.54|基金
1507884673|0.00|121|49948.93|49948.93|TSS
1205105303|207722.50|150|78480.91|78480.91|第三方存管
1312134929|46010.38|101|45976.80|45976.80|活期存款
1508832199|400000.00|107|131707.32|131707.32|主动型负债
1522970199|100000.00|170|100000.00|100000.00|保险
1524032082|0.00|103|105647.86|105647.86|钱生钱
1513850316|74110.67|131|71406.54|71406.54|一般基金
1500035805|0.00|110|14634.15|14634.15|贷款
1511947177|150066.24|100|150143.74|150143.74|储蓄存款
1504887228|0.00|120|34267.59|34267.59|理财
1523198906|150000.00|102|159735.14|159735.14|定期存款
1179788300|0.00|114|0.00|0.00|消费贷款
1516596494|21332.00|130|21006.63|21006.63|基金
1238181897|0.00|121|15338.12|15338.12|TSS
1131656839|308.84|150|724.87|724.87|第三方存管
1519418715|1109.06|101|7719.83|7719.83|活期存款
1523198906|150000.00|107|1829.27|1829.27|主动型负债
1238356941|100000.00|170|100000.00|100000.00|保险
1516315841|0.00|103|103.55|103.55|钱生钱
1516596494|21332.00|131|21006.63|21006.63|一般基金
1216848919|39135.57|110|40797.82|40797.82|贷款
1508832199|657056.88|100|384353.43|384353.43|储蓄存款
1173302107|280877.59|120|129940.93|129940.93|理财
1312134929|110000.00|102|110000.00|110000.00|定期存款
1216848919|39135.57|114|40797.82|40797.82|消费贷款
1519447209|99065.97|130|65130.05|65130.05|基金
1060205471|1023421.92|121|1017707.53|1017707.53|TSS
1128240561|67.45|150|49353.20|49353.20|第三方存管
1510059255|1002.83|101|1782.73|1782.73|活期存款
1312134929|110000.00|107|110000.00|110000.00|主动型负债
1517870985|40148.20|170|40148.20|40148.20|保险
1275612378|0.00|103|17046.50|17046.50|钱生钱
1519447209|99065.97|131|65130.05|65130.05|一般基金
1208524132|65924.15|110|67435.90|67435.90|贷款
1523198906|152534.76|100|161542.55|161542.55|储蓄存款
1503788491|110012.66|120|82148.72|82148.72|理财
1519418715|50000.00|102|23170.73|23170.73|定期存款
1215080315|227771.88|114|229576.30|229576.30|消费贷款
1512328544|0.00|130|14643.57|14643.57|基金
1512135780|0.00|121|148038.32|148038.32|TSS
1142408223|1571.55|150|1570.24|1570.24|第三方存管
1515239514|2000.00|101|2610.52|2610.52|活期存款
1519418715|50000.00|107|23170.73|23170.73|主动型负债
1527418414|50000.00|170|50000.00|50000.00|保险
1513414616|0.00|103|0.00|0.00|钱生钱
1512328544|0.00|131|14643.57|14643.57|一般基金
1179788300|0.00|110|0.00|0.00|贷款
1312134929|156010.38|100|155976.80|155976.80|储蓄存款
1148278896|0.00|120|100787.70|100787.70|理财
1510059255|50000.00|102|32789.01|32789.01|定期存款
1101423384|300000.00|114|23174.27|23174.27|消费贷款
1184243702|0.00|130|0.00|0.00|基金
1521501980|0.00|121|20004.20|20004.20|TSS
1505323260|20.93|150|213.30|213.30|第三方存管
1054487198|38.50|101|112.94|112.94|活期存款
1510059255|50000.00|107|21951.22|21951.22|主动型负债
1266338640|60000.00|170|60000.00|60000.00|保险
1528668742|49.82|103|38927.48|38927.48|钱生钱
1184243702|0.00|131|0.00|0.00|一般基金
1281883943|0.00|110|175609.76|175609.76|贷款
1519418715|51109.06|100|30890.56|30890.56|储蓄存款
1281883943|0.00|120|73430.94|73430.94|理财
1515239514|178101.30|102|170308.80|170308.80|定期存款
1101423384|940000.00|114|57317.07|57317.07|消费贷款
1505871065|138537.22|130|148293.37|148293.37|基金
1516380770|20000.00|121|20000.00|20000.00|TSS
1153930358|0.95|150|0.95|0.95|第三方存管
1515600927|885.16|101|4593.49|4593.49|活期存款
1515239514|120000.00|107|120000.00|120000.00|主动型负债
1500607026|50000.00|170|50000.00|50000.00|保险
1515289851|109418.38|103|210340.40|210340.40|钱生钱
1505871065|138537.22|131|148293.37|148293.37|一般基金
1215379161|374275.78|110|377514.11|377514.11|贷款
