核心客户号|签约日期|当前签约日期|零售签约产品代码|零售签约产品描述|签约口径说明
1507254216|2014/6/1|2014/6/1|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1098225419|2014/10/8|2014/10/8|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1513453455|2015/4/11|2015/4/11|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1511609297|2014/7/22|2014/7/22|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1508458128|2014/7/8|2014/7/8|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1209301197|2015/10/10|2015/10/10|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1163815934|2012/1/13|2014/1/22|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1339557275|2014/12/17|2014/12/17|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1284683024|2012/1/30|2012/1/30|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1203681974|2010/10/14|2012/10/15|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1500948345|2013/9/22|2013/9/22|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1278296984|2012/3/27|2014/4/3|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1521002461|2015/5/4|2015/5/4|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1514262346|2014/10/22|2014/10/22|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1295979651|2012/1/12|2012/1/12|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1523874750|2015/9/2|2015/9/2|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1515730901|2015/9/29|2015/9/29|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1143076610|2012/1/20|2012/1/20|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1514618458|2014/10/30|2014/10/30|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1507070107|2014/3/5|2014/3/5|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1522951912|2015/7/8|2015/7/8|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1131663128|2013/8/22|2013/8/22|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1507961702|2014/5/6|2014/5/6|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1502355082|2014/7/10|2014/8/13|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1519103740|2015/2/9|2015/2/9|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1515794161|2014/12/26|2014/12/26|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1520083368|2015/4/3|2015/4/3|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1154813489|2015/8/6|2016/2/17|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1248869675|2012/2/24|2012/2/24|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1508625276|2016/1/28|2016/1/28|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1273375819|2012/4/16|2016/3/10|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1236381392|2014/12/10|2014/12/10|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1516626269|2014/12/30|2014/12/30|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1509767765|2015/7/7|2015/7/7|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1506856154|2014/2/24|2014/2/24|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1254609403|2012/4/16|2013/9/9|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1227979269|2012/7/10|2012/7/10|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1508748211|2014/6/26|2014/6/26|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1522438304|2015/8/12|2015/8/12|60115|财神卡|借记卡折一本通（卡bin622619）且CO_SIGN_NUM in ('0057','0058')
1088379799|2012/7/5|2012/10/9|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1509628186|2014/5/22|2014/5/22|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1208098615|2015/10/9|2015/10/9|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1127936727|2012/3/13|2012/12/27|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1216672224|2012/5/15|2012/5/15|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1522898998|2015/11/19|2015/11/19|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1512525126|2015/1/6|2015/1/6|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1500062866|2013/2/18|2013/2/18|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1222200354|2015/12/22|2015/12/22|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1165471948|2015/4/13|2015/4/13|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1503706822|2013/10/7|2013/10/7|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1502692975|2015/5/18|2016/1/27|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1516787934|2015/1/5|2015/1/5|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1500034283|2013/2/26|2013/2/26|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1154212540|2012/1/20|2013/4/23|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1196593478|2015/7/21|2015/7/21|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1523267106|2015/7/23|2015/7/23|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1305296100|2012/4/16|2013/8/2|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1511149992|2014/7/3|2014/7/3|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1523103413|2015/7/15|2015/7/15|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1505538035|2013/12/18|2013/12/18|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1508453982|2014/4/14|2014/4/14|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1314516942|2012/6/13|2012/6/13|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1149373006|2012/9/10|2013/9/3|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1520851409|2016/2/6|2016/2/6|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1509957387|2014/7/14|2015/7/1|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1500607070|2014/6/9|2014/6/9|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1513610809|2014/9/25|2014/9/25|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1511499507|2014/7/18|2014/7/18|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1240676054|2013/6/27|2013/6/27|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1513865821|2014/9/30|2014/9/30|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1239481352|2012/6/13|2012/6/13|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1506968023|2014/3/2|2014/6/7|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1203914948|2012/6/13|2012/6/13|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1091872520|2012/6/4|2012/6/4|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1512791198|2014/9/1|2014/9/1|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1219418690|2014/6/17|2014/6/17|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1145606107|2011/4/22|2013/9/4|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1502307488|2013/8/5|2013/8/5|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1325819701|2012/8/31|2014/3/25|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1514029438|2014/11/5|2014/11/5|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1505026090|2014/1/2|2014/1/2|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1288609604|2012/5/2|2012/5/2|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1323041853|2012/8/9|2012/8/9|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1117786840|2014/2/28|2014/2/28|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1520707217|2015/4/21|2015/4/21|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1342837964|2015/7/3|2015/7/3|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1507644637|2014/3/21|2014/3/21|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1234272207|2011/12/22|2014/12/12|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1186892170|2012/3/8|2013/9/29|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1507413455|2014/3/14|2016/2/5|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1505588413|2013/12/18|2014/10/21|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1218446796|2012/2/1|2012/12/25|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1227307084|2014/12/4|2014/12/4|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1093487790|2012/1/18|2015/12/30|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1506183206|2014/1/13|2014/1/13|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1212525492|2012/1/10|2012/1/10|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1244575778|2012/3/21|2012/3/21|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1259770135|2011/1/24|2011/10/28|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1507050846|2014/3/4|2014/3/4|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1175453264|2012/4/1|2014/7/16|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1504215234|2013/12/26|2013/12/26|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1188319409|2014/3/30|2014/3/30|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1507397214|2014/3/19|2014/3/19|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1269622529|2011/12/29|2012/7/17|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1501214484|2014/2/8|2014/2/8|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1124391789|2015/3/30|2015/3/30|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1519304638|2015/8/19|2015/8/19|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1511594837|2015/3/20|2015/3/20|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1506990759|2014/3/1|2015/3/1|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1505727817|2014/7/11|2014/7/11|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1523738237|2015/8/13|2015/8/13|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1518921568|2015/1/31|2015/1/31|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1190679249|2015/12/11|2015/12/11|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1250899533|2016/1/25|2016/1/25|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1505872485|2013/12/27|2013/12/27|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1193531779|2012/3/2|2016/1/5|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1506911753|2014/2/26|2014/2/26|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1226971187|2015/6/3|2015/6/3|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1515396860|2014/11/22|2014/11/22|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1508711006|2014/4/22|2014/4/22|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1504127312|2013/10/25|2013/10/25|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1507940244|2014/3/28|2014/3/28|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1160830774|2012/4/25|2012/4/25|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1505173279|2014/1/8|2014/1/8|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1244646638|2012/3/8|2012/3/8|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1264462902|2013/4/25|2013/4/25|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1509050287|2014/9/26|2014/9/26|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1513988937|2015/1/19|2015/1/19|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1506424785|2014/2/18|2014/2/18|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1506711098|2015/10/12|2015/10/12|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1513517487|2014/10/27|2014/10/27|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1143064009|2012/1/16|2015/6/27|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1506278889|2014/1/26|2014/7/29|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1501747847|2013/11/21|2013/11/21|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1090322421|2015/10/26|2015/10/26|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1516317042|2014/12/18|2014/12/18|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1511959556|2014/9/26|2014/9/26|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1142186765|2012/4/20|2012/4/20|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1511980616|2014/9/18|2014/9/18|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1235195016|2015/1/6|2015/1/6|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1520993434|2015/4/30|2015/4/30|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1508855090|2014/9/23|2014/9/23|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1507480866|2014/4/29|2014/4/29|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1308872353|2012/4/26|2012/11/6|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1280892953|2015/8/31|2015/8/31|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1506163098|2014/1/11|2014/1/11|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1516192510|2015/9/1|2015/9/1|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1522518909|2015/6/23|2015/6/23|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1142251328|2012/1/19|2012/1/19|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1503120026|2013/9/12|2013/9/12|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1510907778|2014/6/27|2015/2/3|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1524154632|2015/8/31|2015/8/31|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1513909868|2015/2/11|2015/2/11|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1520922870|2015/6/30|2015/6/30|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1151765598|2012/12/3|2012/12/3|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1520772920|2015/4/22|2015/4/22|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1265951107|2011/11/23|2011/11/23|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1522825153|2015/7/2|2015/7/2|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1295470851|2012/2/15|2013/7/14|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1520805900|2015/4/30|2015/4/30|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1322570521|2013/4/8|2013/4/8|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1090522220|2015/2/10|2015/2/10|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1098222890|2015/4/10|2015/4/10|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1134668389|2012/3/22|2015/7/22|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1518269166|2015/12/30|2015/12/30|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1504022391|2013/10/22|2013/10/22|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1302831827|2012/4/6|2012/4/6|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1261317094|2011/12/19|2013/3/7|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1297013378|2012/1/6|2014/3/14|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1140076152|2012/1/18|2012/1/18|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1088816357|2013/2/8|2013/2/8|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1501551154|2013/6/26|2013/6/26|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1506439263|2014/5/26|2014/5/26|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1318910988|2012/7/6|2012/7/6|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1506840559|2014/2/25|2014/2/25|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1233665179|2011/12/7|2011/12/7|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1500100044|2013/3/5|2013/3/5|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1520146166|2015/4/7|2015/4/18|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1509045147|2014/5/5|2015/9/15|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1501240941|2014/6/13|2014/6/13|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1516575417|2014/12/29|2014/12/29|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1505878683|2013/12/30|2013/12/30|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1158551221|2014/11/18|2014/11/18|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1182006692|2010/3/3|2010/3/3|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1515784155|2014/12/5|2014/12/5|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1503915290|2016/2/5|2016/2/5|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1343827187|2013/1/6|2013/1/28|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1514195598|2015/2/12|2015/2/12|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1269778082|2012/3/1|2012/3/1|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1180258185|2007/12/14|2007/12/14|60112|银联借记卡【金卡】|借记卡折一本通（卡bin622622 622616 621691) 
1516556989|2014/12/26|2015/4/22|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1105723559|2014/2/8|2014/2/8|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1190700425|2012/2/17|2015/5/19|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1097944388|2013/5/6|2013/5/6|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1319151496|2012/7/12|2014/4/17|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1518898133|2015/1/30|2015/1/30|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1513749171|2015/1/19|2015/1/19|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1282724653|2012/5/4|2012/5/4|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1258115447|2015/9/14|2015/9/14|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1513442049|2014/10/17|2014/10/17|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1507117957|2014/3/7|2014/3/7|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1509516987|2014/5/19|2014/5/19|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1106135038|2012/2/22|2016/3/14|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1505381766|2013/12/10|2013/12/10|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
