核心客户号,金融资产代码_107,金融资产代码_130,金融资产代码_170
1503289130,1.0,0.0,0.0
1346576501,1.0,0.0,0.0
1525454115,1.0,0.0,0.0
1238356941,0.0,0.0,1.0
1270189659,1.0,1.0,0.0
1512030568,1.0,1.0,1.0
1516555432,1.0,0.0,0.0
1513980879,1.0,1.0,0.0
1244323503,1.0,0.0,0.0
1506469177,1.0,0.0,0.0
1507644403,1.0,0.0,0.0
1153439583,1.0,1.0,1.0
1181428179,1.0,0.0,0.0
1519522165,1.0,0.0,0.0
1513680164,1.0,0.0,0.0
1526566540,1.0,0.0,1.0
1520092464,1.0,1.0,0.0
1520322045,1.0,0.0,0.0
1518227101,1.0,0.0,0.0
1527572504,1.0,0.0,0.0
1090180586,1.0,0.0,0.0
1527494783,1.0,0.0,0.0
1264807197,1.0,1.0,0.0
1264099172,1.0,0.0,0.0
1519870230,1.0,0.0,0.0
1527454534,1.0,1.0,0.0
1504533232,1.0,0.0,0.0
1514870824,1.0,1.0,0.0
1526728200,1.0,0.0,0.0
1506654719,1.0,1.0,0.0
1277032342,1.0,0.0,0.0
1507914295,1.0,0.0,0.0
1519535716,1.0,0.0,0.0
1506713041,1.0,0.0,0.0
1519109613,1.0,1.0,0.0
1506164076,1.0,0.0,0.0
1506520304,1.0,1.0,0.0
1505915511,1.0,0.0,1.0
1525596164,1.0,0.0,0.0
1526070301,1.0,0.0,0.0
1512611483,1.0,0.0,0.0
1524898896,1.0,1.0,0.0
1526739052,1.0,0.0,0.0
1206540270,1.0,0.0,0.0
1500682683,1.0,1.0,1.0
1503403969,1.0,0.0,0.0
1500280152,1.0,1.0,0.0
1509929503,1.0,1.0,0.0
1512908863,1.0,1.0,0.0
1527066913,1.0,0.0,0.0
1510365306,1.0,0.0,0.0
1512911100,1.0,0.0,0.0
1121298412,1.0,0.0,0.0
1520635751,1.0,0.0,0.0
1527999747,1.0,0.0,0.0
1526595764,1.0,0.0,0.0
1524907759,1.0,0.0,0.0
1504728238,1.0,1.0,0.0
1507491029,1.0,0.0,0.0
1507122240,1.0,0.0,0.0
1512947056,1.0,0.0,0.0
1507197257,1.0,0.0,0.0
1508240521,1.0,0.0,0.0
1519248466,1.0,0.0,0.0
1520904553,1.0,0.0,0.0
1269452061,1.0,0.0,0.0
1515963151,1.0,0.0,0.0
1287393320,1.0,0.0,0.0
1519445304,1.0,0.0,0.0
1520480630,1.0,1.0,0.0
1518480977,1.0,0.0,0.0
1237465666,1.0,0.0,0.0
1243245809,1.0,0.0,0.0
1516675418,1.0,0.0,0.0
1515437398,1.0,1.0,0.0
1527118499,1.0,0.0,0.0
1509258875,1.0,0.0,0.0
1527561833,1.0,0.0,0.0
1511118784,1.0,0.0,0.0
1524668013,1.0,0.0,0.0
1501191162,1.0,0.0,0.0
1100519691,1.0,0.0,0.0
1295062105,1.0,1.0,0.0
1142408223,1.0,0.0,0.0
1521937058,1.0,0.0,0.0
1313813821,1.0,0.0,0.0
1525016742,1.0,0.0,0.0
1520487387,1.0,0.0,0.0
1526434668,1.0,0.0,0.0
1515571929,1.0,0.0,0.0
1507375756,1.0,1.0,0.0
1526324469,1.0,0.0,0.0
1523402071,1.0,0.0,0.0
1512328544,1.0,1.0,0.0
1173302107,1.0,0.0,0.0
1526502777,1.0,0.0,0.0
1295592695,1.0,1.0,1.0
1186910435,1.0,1.0,0.0
1500098110,1.0,0.0,0.0
1112789127,1.0,0.0,0.0
1309008859,1.0,0.0,1.0
1500616858,1.0,0.0,0.0
1525043367,1.0,0.0,0.0
1526791572,1.0,0.0,0.0
1524542627,1.0,0.0,0.0
1523670594,1.0,0.0,0.0
1135522717,1.0,0.0,0.0
1099090535,1.0,1.0,0.0
1508096357,1.0,0.0,0.0
1312777079,1.0,0.0,0.0
1500097878,1.0,0.0,0.0
1526771703,1.0,0.0,0.0
1511353210,1.0,0.0,0.0
1173957500,1.0,1.0,0.0
1527919376,1.0,0.0,0.0
1325269079,1.0,1.0,0.0
1520385622,1.0,0.0,0.0
1520225795,1.0,0.0,0.0
1506797953,1.0,0.0,0.0
1514834431,1.0,0.0,0.0
1233448048,1.0,1.0,0.0
1515168559,1.0,0.0,0.0
1525033832,1.0,0.0,0.0
1525882548,1.0,0.0,1.0
1176229417,1.0,0.0,0.0
1515564452,1.0,0.0,0.0
1506698428,1.0,1.0,0.0
1506272099,1.0,0.0,0.0
1527096426,1.0,1.0,0.0
1138477907,1.0,0.0,0.0
1527024247,1.0,0.0,0.0
1507695585,1.0,0.0,0.0
1507694672,1.0,0.0,0.0
1522784419,1.0,0.0,0.0
1506937671,1.0,1.0,0.0
1115654657,1.0,1.0,0.0
1214024771,1.0,1.0,0.0
1507185557,1.0,1.0,0.0
1519189370,1.0,1.0,0.0
1518703102,1.0,0.0,0.0
1505966184,1.0,0.0,0.0
1512937823,1.0,1.0,0.0
1514885069,1.0,0.0,0.0
1525380072,1.0,1.0,0.0
1513068292,1.0,0.0,0.0
1504911812,1.0,0.0,0.0
1135461462,1.0,1.0,0.0
1520565098,1.0,0.0,0.0
1512993687,1.0,0.0,0.0
1521430092,1.0,0.0,0.0
1528198086,1.0,0.0,0.0
1507863609,1.0,0.0,0.0
1222105977,1.0,1.0,0.0
1500094138,1.0,0.0,0.0
1527029664,1.0,0.0,0.0
1130191738,1.0,0.0,0.0
1504573319,1.0,0.0,0.0
1527998982,1.0,0.0,0.0
1519858175,1.0,0.0,0.0
1511005967,1.0,0.0,0.0
1225787450,1.0,0.0,1.0
1520766157,1.0,1.0,0.0
1514933812,1.0,0.0,0.0
1505879652,1.0,1.0,0.0
1527150869,1.0,0.0,0.0
1527994504,1.0,0.0,0.0
1520847603,1.0,0.0,0.0
1222106290,1.0,0.0,0.0
1501269996,1.0,0.0,0.0
1511266554,1.0,0.0,0.0
1522951334,1.0,0.0,0.0
1509217592,1.0,0.0,0.0
1211981434,1.0,0.0,0.0
1099928418,1.0,0.0,0.0
1278707389,1.0,0.0,0.0
1519589464,0.0,0.0,0.0
1524503268,1.0,0.0,0.0
1527117047,1.0,0.0,0.0
1503720446,1.0,0.0,0.0
1297184363,1.0,0.0,0.0
1510169704,1.0,0.0,0.0
1509751283,1.0,0.0,0.0
1500055345,1.0,0.0,0.0
1519823374,1.0,0.0,0.0
1512611670,1.0,1.0,0.0
1521674893,1.0,0.0,0.0
1526532485,1.0,0.0,0.0
1307033817,1.0,0.0,0.0
1513447321,1.0,0.0,0.0
1208454175,1.0,0.0,0.0
1511723997,1.0,0.0,0.0
1203959683,1.0,0.0,0.0
1524917920,1.0,0.0,0.0
