核心客户号|金融资产余额|金融资产代码|金融资产余额季日均|金融资产余额年日均|金融资产描述
1134998332|2000000.00|110|2000000.00|2000000.00|贷款
1520101632|20000.00|100|20000.00|20000.00|储蓄存款
1515365586|50024.66|120|34194.54|34194.54|理财
1160932016|28000.00|102|38178.66|38178.66|定期存款
1514011704|293000.00|114|288207.33|288207.33|消费贷款
1264334829|10.66|130|10.65|10.65|基金
1515604563|50000.00|142|50000.00|50000.00|电子式储蓄国债
1506990156|100144.66|121|56627.68|56627.68|TSS
1520028874|260000.00|113|260000.00|260000.00|其它个贷
1508737153|4424474.18|112|4482177.67|4482177.67|按揭
1202462679|136197.53|150|83312.61|83312.61|第三方存管
1223848651|14725.49|101|37668.81|37668.81|活期存款
1159757715|31000.00|140|31000.00|31000.00|国债
1266198999|0.00|107|180487.80|180487.80|主动型负债
1500075872|0.00|111|0.00|0.00|商贷通
1315716454|19200000.00|1221|20824390.24|20824390.24|PBSS代销类理财
1518586723|50000.00|170|50000.00|50000.00|保险
1508488090|185930.84|103|594692.62|594692.62|钱生钱
1505551899|0.00|131|0.00|0.00|一般基金
1512509739|2.61|105|0.41|0.41|金积存
1262989214|800000.00|110|800000.00|800000.00|贷款
1508955698|104238.08|100|104116.46|104116.46|储蓄存款
1507265041|0.00|120|24407.67|24407.67|理财
1280452311|0.00|102|0.00|0.00|定期存款
1501149211|1453374.97|114|1464270.30|1464270.30|消费贷款
1519047173|0.00|130|134454.57|134454.57|基金
1238262150|70000.00|121|70048.80|70048.80|TSS
1513321808|300000.00|113|300000.00|300000.00|其它个贷
1110549055|624225.17|112|628108.34|628108.34|按揭
1264334829|969.52|150|935.04|935.04|第三方存管
1519864831|2000.00|101|1047.03|1047.03|活期存款
1103110151|35000.00|140|35000.00|35000.00|国债
1160378287|200000.00|107|178048.78|178048.78|主动型负债
1278896195|0.00|111|219512.20|219512.20|商贷通
1126380237|0.00|1221|2451219.51|2451219.51|PBSS代销类理财
1319107755|180000.00|170|180000.00|180000.00|保险
1514904940|0.00|103|0.00|0.00|钱生钱
1520699235|0.00|131|0.00|0.00|一般基金
1213802084|26.13|105|24.74|24.74|金积存
1514904940|200000.00|110|200000.00|200000.00|贷款
1521448499|20187.02|100|20186.89|20186.89|储蓄存款
1254492290|171106.63|120|166548.54|166548.54|理财
1507079906|400000.00|102|400000.00|400000.00|定期存款
1264334829|240000.00|114|273658.54|273658.54|消费贷款
1510249586|509.84|130|507.94|507.94|基金
1513850945|201301.92|121|134582.96|134582.96|TSS
1504722206|400000.00|113|400000.00|400000.00|其它个贷
1515195304|1189064.19|112|1194542.66|1194542.66|按揭
1506650100|5189.25|150|17000.83|17000.83|第三方存管
1142141314|39679.37|101|46162.20|46162.20|活期存款
1301524399|200000.00|140|200000.00|200000.00|国债
1221902367|1050000.00|107|486585.37|486585.37|主动型负债
1509117592|1998000.00|111|1998000.00|1998000.00|商贷通
1207513707|3000000.00|1221|3000000.00|3000000.00|PBSS代销类理财
1193840991|154930.00|170|154930.00|154930.00|保险
1500062928|0.00|103|13759.43|13759.43|钱生钱
1519047173|0.00|131|134454.57|134454.57|一般基金
1514028394|129529.25|110|141781.77|141781.77|贷款
1522670556|56141.38|100|56221.38|56221.38|储蓄存款
1509066026|110159.12|120|56292.19|56292.19|理财
1515365586|80000.00|102|83536.58|83536.58|定期存款
1522106659|0.00|114|0.00|0.00|消费贷款
1142897290|0.00|130|0.00|0.00|基金
1512265043|67033.04|121|29443.31|29443.31|TSS
1264334829|240000.00|113|273658.54|273658.54|其它个贷
1512242176|873875.14|112|877796.66|877796.66|按揭
1321365365|726.89|150|1086.37|1086.37|第三方存管
1264560033|2011.87|101|6281.85|6281.85|活期存款
1515604563|50000.00|140|50000.00|50000.00|国债
1344942170|50000.00|107|50000.00|50000.00|主动型负债
1505157212|4000000.00|111|4000000.00|4000000.00|商贷通
1240215220|1000000.00|1221|1000000.00|1000000.00|PBSS代销类理财
1331388295|3750.00|170|3750.00|3750.00|保险
1507522396|0.00|103|45213.20|45213.20|钱生钱
1510249586|509.84|131|507.94|507.94|一般基金
1514011704|293000.00|110|288207.33|288207.33|贷款
1198295377|1381189.00|100|960094.79|960094.79|储蓄存款
1510669839|0.00|120|28668.26|28668.26|理财
1282028913|0.00|102|40926.94|40926.94|定期存款
1516099917|470833.38|114|474441.10|474441.10|消费贷款
1234666902|0.00|130|0.00|0.00|基金
1163123128|130015.14|121|66618.69|66618.69|TSS
1232659564|0.00|113|0.00|0.00|其它个贷
1516122595|176666.62|112|179552.80|179552.80|按揭
1142897290|583.82|150|583.32|583.32|第三方存管
1301665314|1011.36|101|26989.48|26989.48|活期存款
1503989338|130000.00|107|130000.00|130000.00|主动型负债
1512255200|700000.00|111|700000.00|700000.00|商贷通
1503271273|4500.00|170|4500.00|4500.00|保险
1519137530|0.00|103|87769.64|87769.64|钱生钱
1142897290|0.00|131|0.00|0.00|一般基金
1208117356|500000.00|110|500000.00|500000.00|贷款
1503246922|38937.58|100|40150.04|40150.04|储蓄存款
1227473874|50214.52|120|22609.37|22609.37|理财
1193840991|640000.00|102|640000.00|640000.00|定期存款
1513321808|300000.00|114|300000.00|300000.00|消费贷款
1505582635|0.00|130|0.00|0.00|基金
1297013788|20049230.82|121|22000827.92|22000827.92|TSS
1512255200|0.00|113|0.00|0.00|其它个贷
1509856660|91666.70|112|92743.93|92743.93|按揭
1134660679|92811.44|150|92732.28|92732.28|第三方存管
1521066037|2087.06|101|1089.05|1089.05|活期存款
1500337781|130000.00|107|130000.00|130000.00|主动型负债
1336899508|683333.46|111|695020.45|695020.45|商贷通
1524190143|210000.00|170|210000.00|210000.00|保险
1520609472|64422.71|103|31275.11|31275.11|钱生钱
1234666902|0.00|131|0.00|0.00|一般基金
1520028874|260000.00|110|260000.00|260000.00|贷款
1196348332|510.36|100|509.98|509.98|储蓄存款
1201546051|250481.99|120|224302.70|224302.70|理财
1508488090|185930.84|102|594692.62|594692.62|定期存款
1504722206|400000.00|114|400000.00|400000.00|消费贷款
1179787614|0.00|130|0.00|0.00|基金
1522081428|400916.16|121|369459.07|369459.07|TSS
1521992242|300000.00|113|300000.00|300000.00|其它个贷
1249887968|420000.00|112|422957.32|422957.32|按揭
1297013788|101.19|150|148079.96|148079.96|第三方存管
1202134763|311087.57|101|310860.46|310860.46|活期存款
1518784751|100000.00|107|100000.00|100000.00|主动型负债
1257471882|2000000.00|111|2000000.00|2000000.00|商贷通
1163542767|788000.00|170|788000.00|788000.00|保险
1514011704|0.00|103|33757.46|33757.46|钱生钱
1505582635|0.00|131|0.00|0.00|一般基金
1232844671|0.00|110|0.00|0.00|贷款
1240604621|16812.63|100|27604.99|27604.99|储蓄存款
1240604621|201695.34|120|181965.21|181965.21|理财
1506497143|10000.00|102|10000.00|10000.00|定期存款
1515627680|827623.25|114|832644.30|832644.30|消费贷款
1506683561|0.00|130|0.00|0.00|基金
1505551899|212086.77|121|242234.44|242234.44|TSS
1257471882|0.00|113|0.00|0.00|其它个贷
1519187541|276534.48|112|277139.75|277139.75|按揭
1502281390|9794.01|150|14135.89|14135.89|第三方存管
1247457781|1536.50|101|27572.93|27572.93|活期存款
1178858783|0.00|107|208658.54|208658.54|主动型负债
1331388295|3950000.00|111|4102439.03|4102439.03|商贷通
1199919000|20000.00|170|20000.00|20000.00|保险
1208117356|0.00|103|2288.33|2288.33|钱生钱
1519049763|0.00|131|0.00|0.00|一般基金
1500075872|0.00|110|0.00|0.00|贷款
1519341227|355142.40|100|116044.31|116044.31|储蓄存款
1228566588|203024.66|120|202003.84|202003.84|理财
1510076758|1446200.00|102|1446200.00|1446200.00|定期存款
1515129174|1557968.80|114|1568703.04|1568703.04|消费贷款
1176369842|0.00|130|6382.47|6382.47|基金
1266198999|640109.17|121|207427.53|207427.53|TSS
1286779412|225000.00|113|234878.04|234878.04|其它个贷
1224311647|459781.17|112|462332.24|462332.24|按揭
1515646974|58798.63|150|16600.83|16600.83|第三方存管
1229275532|152071.62|101|204535.22|204535.22|活期存款
1520699235|50000.00|107|50000.00|50000.00|主动型负债
1508788146|700000.00|111|700000.00|700000.00|商贷通
1515265105|20000.00|170|20000.00|20000.00|保险
1512265043|0.00|103|1937.26|1937.26|钱生钱
1508298088|0.00|131|0.00|0.00|一般基金
1278896195|0.00|110|219512.20|219512.20|贷款
1256579174|41339.40|100|54155.90|54155.90|储蓄存款
1069594559|866024.27|120|727418.88|727418.88|理财
1505214175|0.00|102|0.00|0.00|定期存款
1256579174|1028100.00|114|1033317.07|1033317.07|消费贷款
1512539468|106.95|130|106.67|106.67|基金
1319107755|9000.00|121|9000.00|9000.00|TSS
1518581650|0.00|113|0.00|0.00|其它个贷
1216228676|135564.92|112|140948.67|140948.67|按揭
1333059364|21737.62|150|3591.45|3591.45|第三方存管
1196348332|510.36|101|509.98|509.98|活期存款
1506806188|0.00|107|58536.59|58536.59|主动型负债
1201747088|0.00|111|0.00|0.00|商贷通
1320326827|10000.00|170|10000.00|10000.00|保险
1500075872|0.00|103|27313.83|27313.83|钱生钱
1266415897|0.00|131|0.00|0.00|一般基金
1515195304|1189064.19|110|1194542.66|1194542.66|贷款
1266198999|21392.02|100|371563.48|371563.48|储蓄存款
1506990156|100144.66|120|56627.68|56627.68|理财
1506524548|0.00|102|43640.17|43640.17|定期存款
1512255200|0.00|114|0.00|0.00|消费贷款
1515147812|0.00|130|0.00|0.00|基金
1234795091|0.00|121|403462.49|403462.49|TSS
1506737187|270000.00|113|270000.00|270000.00|其它个贷
1213698010|907625.27|112|917510.43|917510.43|按揭
1224772481|1416.06|150|1414.85|1414.85|第三方存管
1513190414|36.59|101|25.01|25.01|活期存款
1519514005|70000.00|107|70000.00|70000.00|主动型负债
1509832881|5000000.00|111|5000000.00|5000000.00|商贷通
1523816766|20000.00|170|20000.00|20000.00|保险
1515926969|0.00|103|63779.30|63779.30|钱生钱
1517383775|772.64|131|25275.96|25275.96|一般基金
1512242176|873875.14|110|877796.66|877796.66|贷款
1519864831|153422.27|100|17663.72|17663.72|储蓄存款
1234666902|403821.10|120|391938.20|391938.20|理财
1512226522|768659.46|102|314126.04|314126.04|定期存款
1521992242|300000.00|114|300000.00|300000.00|消费贷款
1266415897|0.00|130|0.00|0.00|基金
1519578955|0.00|121|42240.01|42240.01|TSS
1514419262|270000.00|113|270000.00|270000.00|其它个贷
1515028778|709722.20|112|713233.72|713233.72|按揭
1169806650|4.25|150|4.25|4.25|第三方存管
1160378287|17359.17|101|35050.24|35050.24|活期存款
1121664088|80000.00|107|35121.95|35121.95|主动型负债
1500064524|2290000.00|111|2290000.00|2290000.00|商贷通
1242589181|300000.00|170|300000.00|300000.00|保险
1511513859|179790.93|103|157904.75|157904.75|钱生钱
1502041973|0.00|131|102435.25|102435.25|一般基金
1232659564|0.00|110|0.00|0.00|贷款
1515604563|30270.15|100|7594.76|7594.76|储蓄存款
1505603025|0.00|120|47208.10|47208.10|理财
1514904940|0.00|102|0.00|0.00|定期存款
1257471882|0.00|114|0.00|0.00|消费贷款
1517383775|772.64|130|25275.96|25275.96|基金
1510580827|101474.52|121|159575.14|159575.14|TSS
1504807051|150000.00|113|150000.00|150000.00|其它个贷
1227230589|705916.43|112|734345.28|734345.28|按揭
1515448873|83684.03|150|61179.47|61179.47|第三方存管
1521221374|4907.57|101|3954.58|3954.58|活期存款
1505582635|0.00|107|57317.07|57317.07|主动型负债
1504841128|270000.00|111|269999.99|269999.99|商贷通
1506510699|33423.40|170|33423.40|33423.40|保险
1505551899|100077.62|103|19620.39|19620.39|钱生钱
1513850945|112.51|131|7778.89|7778.89|一般基金
1110549055|624225.17|110|628108.34|628108.34|贷款
1513292371|137.71|100|50952.67|50952.67|储蓄存款
1234795091|0.00|120|403462.49|403462.49|理财
1500062928|100000.00|102|70466.74|70466.74|定期存款
1508737153|4424474.18|114|4482177.67|4482177.67|消费贷款
1502041973|0.00|130|102435.25|102435.25|基金
1518784751|466251.48|121|439077.51|439077.51|TSS
1520437235|145000.00|113|215060.98|215060.98|其它个贷
1516058259|523581.93|112|525912.62|525912.62|按揭
1198261456|369.32|150|5031.18|5031.18|第三方存管
1519054270|0.43|101|0.43|0.43|活期存款
1266415897|0.00|107|90243.90|90243.90|主动型负债
1282108629|500000.00|111|448780.49|448780.49|商贷通
1171728193|400000.00|170|400000.00|400000.00|保险
1509066026|0.00|103|6419.69|6419.69|钱生钱
1516174729|197.51|131|197.10|197.10|一般基金
1508737153|4424474.18|110|4482177.67|4482177.67|贷款
1106446917|2116.17|100|2040.66|2040.66|储蓄存款
1501638209|50019.18|120|50015.18|50015.18|理财
1263037161|283280.67|102|282864.37|282864.37|定期存款
1110549055|624225.17|114|628108.34|628108.34|消费贷款
1513850945|112.51|130|7778.89|7778.89|基金
1227473874|50214.52|121|22609.37|22609.37|TSS
1350727129|270000.00|113|270000.00|270000.00|其它个贷
1514298767|659732.05|112|665363.69|665363.69|按揭
1503692854|3739.25|150|673.95|673.95|第三方存管
1240604621|16812.63|101|27604.99|27604.99|活期存款
1191210113|0.00|107|27804.88|27804.88|主动型负债
1507504079|500000.00|111|500000.00|500000.00|商贷通
1510482500|280000.00|170|280000.00|280000.00|保险
1518586723|0.00|103|41078.13|41078.13|钱生钱
1512538522|0.00|131|261759.26|261759.26|一般基金
1256579174|1028100.00|110|1033317.07|1033317.07|贷款
1250776539|50946.67|100|46986.91|46986.91|储蓄存款
1500188548|0.00|120|76143.23|76143.23|理财
1519137530|200000.00|102|501794.04|501794.04|定期存款
1515195304|1189064.19|114|1194542.66|1194542.66|消费贷款
1516174729|197.51|130|197.10|197.10|基金
1514385061|0.00|121|86568.27|86568.27|TSS
1512575572|270000.00|113|270000.00|270000.00|其它个贷
1518514626|674722.28|112|677022.41|677022.41|按揭
1336155206|2.10|150|31.87|31.87|第三方存管
1254492290|17725.01|101|21524.39|21524.39|活期存款
1261398284|180000.00|107|180000.00|180000.00|主动型负债
1296908693|2060000.00|111|2132439.03|2132439.03|商贷通
1522011007|50000.00|170|50000.00|50000.00|保险
1282028913|0.00|103|40926.94|40926.94|钱生钱
1336155206|602.66|131|589.82|589.82|一般基金
1509117592|1998000.00|110|1998000.00|1998000.00|贷款
1500796046|251841.82|100|265951.82|265951.82|储蓄存款
1236519934|100176.71|120|153601.03|153601.03|理财
1251662220|250000.00|102|82317.07|82317.07|定期存款
1512242176|873875.14|114|877796.66|877796.66|消费贷款
1512538522|0.00|130|261759.26|261759.26|基金
1510249586|2373047.81|121|2264465.50|2264465.50|TSS
1506389898|225000.00|113|231036.56|231036.56|其它个贷
1330837758|285188.09|112|289899.44|289899.44|按揭
1519601342|318.92|150|1810.95|1810.95|第三方存管
1319107755|1991.63|101|3137.16|3137.16|活期存款
1506535064|100000.00|107|100000.00|100000.00|主动型负债
1241233648|2400000.00|111|2400000.00|2400000.00|商贷通
1500062928|40000.00|170|40000.00|40000.00|保险
1212718201|72503.51|103|72416.23|72416.23|钱生钱
1515430402|0.00|131|0.00|0.00|一般基金
1505157212|4000000.00|110|4000000.00|4000000.00|贷款
1160378287|449842.01|100|445826.88|445826.88|储蓄存款
1508644706|210603.96|120|95910.11|95910.11|理财
1520609472|64422.71|102|31272.16|31272.16|定期存款
1232659564|0.00|114|0.00|0.00|消费贷款
1336155206|602.66|130|589.82|589.82|基金
1508644706|210603.96|121|95910.11|95910.11|TSS
1515233495|300000.00|113|300000.00|300000.00|其它个贷
1523131999|364162.47|112|365300.25|365300.25|按揭
1506585863|259.31|150|13268.31|13268.31|第三方存管
1509117592|253413.17|101|239388.87|239388.87|活期存款
1513674023|70000.00|107|66585.37|66585.37|主动型负债
1260609819|1000000.00|111|1150365.85|1150365.85|商贷通
1516791151|2000000.00|170|2000000.00|2000000.00|保险
1515195304|0.00|103|0.00|0.00|钱生钱
1512539468|106.95|131|106.67|106.67|一般基金
1512255200|700000.00|110|700000.00|700000.00|贷款
1516374818|141855.41|100|36677.40|36677.40|储蓄存款
1168796387|2693835.11|120|2501929.05|2501929.05|理财
1500779738|166566.86|102|166566.86|166566.86|定期存款
1516122595|176666.62|114|179552.80|179552.80|消费贷款
1515430402|0.00|130|0.00|0.00|基金
1515926969|250150.68|121|171416.55|171416.55|TSS
1521755358|200000.00|113|200000.00|200000.00|其它个贷
1513630778|290326.27|112|292808.77|292808.77|按揭
1514708875|2482.18|150|10621.13|10621.13|第三方存管
1223848648|95962.84|101|86263.24|86263.24|活期存款
1243913202|0.00|107|112195.12|112195.12|主动型负债
1317029400|2500000.00|111|2500000.00|2500000.00|商贷通
1255880933|3370.00|170|3370.00|3370.00|保险
1510580827|134455.50|103|57365.00|57365.00|钱生钱
1515147812|0.00|131|0.00|0.00|一般基金
1336899508|683333.46|110|695020.45|695020.45|贷款
1511656920|20092.29|100|20092.22|20092.22|储蓄存款
1522762783|0.00|120|27594.49|27594.49|理财
1514011704|0.00|102|33757.46|33757.46|定期存款
1512558724|270000.00|114|270000.00|270000.00|消费贷款
1514514457|0.00|130|141257.54|141257.54|基金
1515147812|552448.15|121|454463.29|454463.29|TSS
1503853407|300000.00|113|300000.00|300000.00|其它个贷
1056001865|132215.40|112|134149.54|134149.54|按揭
1508832909|2315.82|150|4164.25|4164.25|第三方存管
1204389787|3132.26|101|3777.97|3777.97|活期存款
1237663472|70000.00|107|70000.00|70000.00|主动型负债
1344613754|0.00|111|496585.37|496585.37|商贷通
1521755358|20000.00|170|20000.00|20000.00|保险
1500337781|0.00|103|0.00|0.00|钱生钱
1514514457|0.00|131|141257.54|141257.54|一般基金
1521992242|300000.00|110|300000.00|300000.00|贷款
1254492290|417725.01|100|421524.39|421524.39|储蓄存款
1516374818|0.00|120|114292.82|114292.82|理财
1208117356|0.00|102|2288.33|2288.33|定期存款
1286779412|225000.00|114|234878.04|234878.04|消费贷款
1519601342|0.00|130|0.00|0.00|基金
1292238359|160402.08|121|61382.03|61382.03|TSS
1519106188|300000.00|113|277317.08|277317.08|其它个贷
1215080315|227771.88|112|229576.30|229576.30|按揭
1514385061|459.01|150|3594.41|3594.41|第三方存管
1092726907|27.97|101|27.95|27.95|活期存款
1505320599|50000.00|107|50000.00|50000.00|主动型负债
1182577038|3800000.00|111|3800000.00|3800000.00|商贷通
1523455398|180000.00|170|180000.00|180000.00|保险
1512242176|0.00|103|33996.07|33996.07|钱生钱
1519601342|0.00|131|0.00|0.00|一般基金
1257471882|2000000.00|110|2000000.00|2000000.00|贷款
1142141314|221624.64|100|226156.36|226156.36|储蓄存款
1513894172|131361.26|120|125899.63|125899.63|理财
1500048818|140000.00|102|134146.34|134146.34|定期存款
1249887968|420000.00|114|422957.32|422957.32|消费贷款
1336182641|0.00|130|0.00|0.00|基金
1519967664|60137.42|121|47764.29|47764.29|TSS
1336155206|270000.00|113|269378.05|269378.05|其它个贷
1142372542|1497901.38|112|1505140.76|1505140.76|按揭
1270316683|121.72|150|4063.13|4063.13|第三方存管
1258835605|151.53|101|151.42|151.42|活期存款
1327985236|140000.00|107|140000.00|140000.00|主动型负债
1506277014|800000.00|111|843902.44|843902.44|商贷通
1522761143|170000.00|170|170000.00|170000.00|保险
1511840618|159316.12|103|104834.10|104834.10|钱生钱
1336182641|0.00|131|0.00|0.00|一般基金
1331388295|3950000.00|110|4102439.03|4102439.03|贷款
1319107755|1991.63|100|3137.16|3137.16|储蓄存款
1301665314|601478.30|120|342462.69|342462.69|理财
1305364910|0.00|102|1809.74|1809.74|定期存款
1506737187|270000.00|114|270000.00|270000.00|消费贷款
1509856660|0.00|130|122808.68|122808.68|基金
1234666902|403821.10|121|391938.20|391938.20|TSS
1507161118|0.00|113|0.00|0.00|其它个贷
1179385559|699125.31|112|707711.70|707711.70|按揭
1298577411|1.22|150|306.48|306.48|第三方存管
1193840991|0.13|101|160.47|160.47|活期存款
1523649509|60000.00|107|60000.00|60000.00|主动型负债
1336317260|1570000.00|111|1570000.00|1570000.00|商贷通
1520416688|100000.00|170|100000.00|100000.00|保险
1216179108|64080.10|103|781.46|781.46|钱生钱
1509856660|0.00|131|122808.68|122808.68|一般基金
1503271273|1800000.00|110|1880487.81|1880487.81|贷款
1509117592|253413.17|100|239388.86|239388.86|储蓄存款
1523064138|510911.71|120|533544.51|533544.51|理财
1520028874|20000.00|102|20000.00|20000.00|定期存款
1518581650|0.00|114|0.00|0.00|消费贷款
1505911928|0.00|130|20703.31|20703.31|基金
1509743418|9548693.16|121|8834451.48|8834451.48|TSS
1521015126|220000.00|113|220000.00|220000.00|其它个贷
1500060632|302734.28|112|307729.93|307729.93|按揭
1325803435|32.66|150|27628.75|27628.75|第三方存管
1282647908|95068.90|101|115247.44|115247.44|活期存款
1084286991|170000.00|107|155487.80|155487.80|主动型负债
1502316116|1000000.00|111|1536585.37|1536585.37|商贷通
1500444520|30000.00|170|30000.00|30000.00|保险
1300628899|0.00|103|0.00|0.00|钱生钱
1505911928|0.00|131|20703.31|20703.31|一般基金
1501149211|1453374.97|110|1464270.30|1464270.30|贷款
1264560033|88600.26|100|13673.54|13673.54|储蓄存款
1520699235|50000.00|120|96951.22|96951.22|理财
1315489594|0.00|102|0.00|0.00|定期存款
1509856660|91666.70|114|92743.93|92743.93|消费贷款
1520930404|710.62|130|11995.33|11995.33|基金
1160853430|0.00|121|68570.15|68570.15|TSS
1110549055|800000.00|113|800000.00|800000.00|其它个贷
1129158949|152726.39|112|153203.12|153203.12|按揭
1522730293|65.14|150|64025.98|64025.98|第三方存管
1515604563|30270.15|101|7594.76|7594.76|活期存款
1512539468|280000.00|107|280000.00|280000.00|主动型负债
1313943169|2070000.00|111|2070000.00|2070000.00|商贷通
1516500166|20000.00|170|20000.00|20000.00|保险
1512578187|0.00|103|15657.38|15657.38|钱生钱
1520930404|710.62|131|11995.33|11995.33|一般基金
1264334829|240000.00|110|273658.54|273658.54|贷款
1092726907|27.97|100|27.95|27.95|储蓄存款
1106446917|202949.04|120|201928.22|201928.22|理财
1500075872|0.00|102|27313.83|27313.83|定期存款
1504807051|150000.00|114|150000.00|150000.00|消费贷款
1313582084|1.12|130|1.12|1.12|基金
1505582635|550703.16|121|402018.83|402018.83|TSS
1234356330|300000.00|113|300000.00|300000.00|其它个贷
1215510830|196479.18|112|197699.57|197699.57|按揭
1317031386|202100.36|150|15269.78|15269.78|第三方存管
1228566588|3953.05|101|3950.16|3950.16|活期存款
1244330305|200000.00|107|295121.95|295121.95|主动型负债
1241051853|613355.09|111|674961.18|674961.18|商贷通
1512982845|100000.00|170|100000.00|100000.00|保险
1151132810|0.00|103|0.00|0.00|钱生钱
1313582084|1.12|131|1.12|1.12|一般基金
1522106659|0.00|110|0.00|0.00|贷款
1258835605|151.53|100|151.42|151.42|储蓄存款
1506112449|0.00|120|31525.55|31525.55|理财
1515926969|0.00|102|63779.30|63779.30|定期存款
1520437235|145000.00|114|215060.98|215060.98|消费贷款
1292623801|0.00|130|68632.85|68632.85|基金
1159807217|100058.22|121|135636.94|135636.94|TSS
1517867631|150000.00|113|44823.17|44823.17|其它个贷
1519450544|279347.33|112|280577.52|280577.52|按揭
1272038009|15250.32|150|10339.66|10339.66|第三方存管
1250776539|47946.67|101|45560.08|45560.08|活期存款
1521757923|50000.00|107|16463.41|16463.41|主动型负债
1503925386|1320000.00|111|1326225.60|1326225.60|商贷通
1516791151|1000000.00|170|1000000.00|1000000.00|保险
1218682359|234902.40|103|43238.34|43238.34|钱生钱
1292623801|0.00|131|68632.85|68632.85|一般基金
1516099917|470833.38|110|474441.10|474441.10|贷款
1193840991|0.13|100|160.47|160.47|储蓄存款
1297013788|20049230.82|120|22000827.92|22000827.92|理财
1511513859|179790.93|102|157904.75|157904.75|定期存款
1350727129|270000.00|114|270000.00|270000.00|消费贷款
1511803931|0.00|130|0.00|0.00|基金
1204389787|0.00|121|152390.43|152390.43|TSS
1512627167|0.00|113|0.00|0.00|其它个贷
1515783012|513291.21|112|515483.72|515483.72|按揭
1500209189|37188.96|150|37157.20|37157.20|第三方存管
1106446917|2116.17|101|2040.66|2040.66|活期存款
1518644847|0.00|107|52682.93|52682.93|主动型负债
