核心客户号|金融资产余额|金融资产代码|金融资产余额季日均|金融资产余额年日均|金融资产描述
1244251650|3000000.00|1221|1756097.56|1756097.56|PBSS代销类理财
1151598449|62000.00|170|62000.00|62000.00|保险
1520994686|1487374.89|103|1541285.02|1541285.02|钱生钱
1526438336|3324.68|131|1742.55|1742.55|一般基金
1203624299|0.73|161|0.73|0.73|黄金T+D
1245591565|548.69|105|519.55|519.55|金积存
1121383163|0.00|110|10336.30|10336.30|贷款
1319437897|20850.90|100|13898.86|13898.86|储蓄存款
1526322048|501326.03|120|653698.50|653698.50|理财
1259517894|0.17|160|0.17|0.17|贵金属
1518775460|0.00|102|2260.56|2260.56|定期存款
1237745806|239000.00|114|247243.90|247243.90|消费贷款
1520565971|2069.54|130|1464.96|1464.96|基金
1506484993|10000.00|143|10000.00|10000.00|凭证式国债
1311799766|200.00|201|200.00|200.00|金融IC卡
1523494521|220583.45|121|85977.52|85977.52|TSS
1219820952|790000.00|113|790000.00|790000.00|其它个贷
1051444270|430625.27|112|435315.30|435315.30|按揭
1518576841|6.12|150|211.92|211.92|第三方存管
1509082869|67.91|101|940.43|940.43|活期存款
1300117540|10000.00|140|10000.00|10000.00|国债
1516681532|0.00|107|23170.73|23170.73|主动型负债
1516765616|0.00|1071|148170.73|148170.73|结构性理财
1507514083|2000000.00|111|2000000.00|2000000.00|商贷通
1516006487|1000000.00|1221|1000000.00|1000000.00|PBSS代销类理财
1222810275|2340.00|170|2340.00|2340.00|保险
1523161044|1.03|103|13.68|13.68|钱生钱
1521251909|789408.18|131|790364.82|790364.82|一般基金
1259517894|0.17|161|0.17|0.17|黄金T+D
1051444270|48571.96|105|42073.43|42073.43|金积存
1311799766|678170.27|110|680957.74|680957.74|贷款
1329198184|12.83|100|4.95|4.95|储蓄存款
1527771626|50280.07|120|29350.26|29350.26|理财
1149029503|190.65|160|190.48|190.48|贵金属
1516275785|68660.79|102|145107.15|145107.15|定期存款
1219820952|790000.00|114|790000.00|790000.00|消费贷款
1261342654|99962.20|130|58273.64|58273.64|基金
1298888688|2500.00|143|2500.00|2500.00|凭证式国债
1051444270|115.00|201|130.56|130.56|金融IC卡
1153405161|0.00|121|121470.16|121470.16|TSS
1109788459|300000.00|113|396341.46|396341.46|其它个贷
1100496853|1435157.85|112|1440197.84|1440197.84|按揭
1244909330|0.43|150|0.43|0.43|第三方存管
1520026821|289.29|101|12522.13|12522.13|活期存款
1513635365|190000.00|140|190000.00|190000.00|国债
1215518811|300000.00|107|139024.39|139024.39|主动型负债
1513021743|100000.00|1071|100000.00|100000.00|结构性理财
1502447764|3450000.00|111|4328048.78|4328048.78|商贷通
1097735430|1000000.00|1221|1000000.00|1000000.00|PBSS代销类理财
1160790384|300000.00|170|300000.00|300000.00|保险
1261342654|112.41|103|43532.20|43532.20|钱生钱
1520565971|2069.54|131|1464.96|1464.96|一般基金
1149029503|190.65|161|190.48|190.48|黄金T+D
1310382366|26.13|105|24.74|24.74|金积存
1222810275|2810000.00|110|2810000.00|2810000.00|贷款
1525267516|8902.32|100|2163.23|2163.23|储蓄存款
1327949430|50390.14|120|47188.98|47188.98|理财
1164090948|2.89|160|2.89|2.89|贵金属
1527771626|0.00|102|9096.83|9096.83|定期存款
1123376558|40000.00|114|104878.05|104878.05|消费贷款
1525057925|99065.97|130|65130.05|65130.05|基金
1166407529|310000.00|143|310000.00|310000.00|凭证式国债
1508096481|50028.77|121|87072.03|87072.03|TSS
1222008175|300000.00|113|300000.00|300000.00|其它个贷
1078248962|460858.96|112|464160.85|464160.85|按揭
1169240406|3.50|150|3.49|3.49|第三方存管
1519794945|1.94|101|1.94|1.94|活期存款
1099731668|268000.00|140|268000.00|268000.00|国债
1203493161|0.00|107|26829.27|26829.27|主动型负债
1325372027|0.00|1071|117317.07|117317.07|结构性理财
1516004981|10000.00|111|65121.94|65121.94|商贷通
1200647105|1200000.00|1221|1200000.00|1200000.00|PBSS代销类理财
1153405161|150000.00|170|150000.00|150000.00|保险
1527771626|0.00|103|9096.83|9096.83|钱生钱
1518806437|6098.56|131|6035.16|6035.16|一般基金
1164090948|2.89|161|2.89|2.89|黄金T+D
1288388346|1149.63|105|1054.75|1054.75|金积存
1237745806|239000.00|110|247243.90|247243.90|贷款
1201748773|6773.25|100|8012.83|8012.83|储蓄存款
1500210557|0.00|120|15338.12|15338.12|理财
1240834001|0.21|160|0.21|0.21|贵金属
1524013664|80000.00|102|80000.00|80000.00|定期存款
1109788459|300000.00|114|396341.46|396341.46|消费贷款
1518775460|1504730.55|130|1425017.43|1425017.43|基金
1252685905|100000.00|121|74754.45|74754.45|TSS
1142189883|3000000.00|113|3000000.00|3000000.00|其它个贷
1288388346|0.00|112|0.00|0.00|按揭
1062719172|1706.18|150|147779.08|147779.08|第三方存管
1526047711|502.87|101|5685.46|5685.46|活期存款
1298888688|2500.00|140|2500.00|2500.00|国债
1520236857|50000.00|107|50000.00|50000.00|主动型负债
1512757046|150000.00|1071|150000.00|150000.00|结构性理财
1507514083|3500000.00|111|3500000.00|3500000.00|商贷通
1166671109|13300000.00|1221|13300000.00|13300000.00|PBSS代销类理财
1203493161|120000.00|170|120000.00|120000.00|保险
1524013664|0.00|103|0.00|0.00|钱生钱
1526767836|4246.19|131|2111.99|2111.99|一般基金
1240834001|0.21|161|0.21|0.21|黄金T+D
1224497286|2586.67|105|1318.64|1318.64|金积存
1121383163|1834583.33|110|1842918.36|1842918.36|贷款
1511315026|0.89|100|3129.26|3129.26|储蓄存款
1500059229|1205266.85|120|947422.63|947422.63|理财
1111822739|0.01|160|0.01|0.01|贵金属
1501981933|0.00|102|0.00|0.00|定期存款
1222008175|756237.73|114|757559.64|757559.64|消费贷款
1134871138|6957.59|130|6032.98|6032.98|基金
1180582071|1845453.59|121|1647193.63|1647193.63|TSS
1079775658|0.00|113|0.00|0.00|其它个贷
1111822739|568000.00|112|571024.39|571024.39|按揭
1520690439|4965.63|150|1811.84|1811.84|第三方存管
1339890923|1602.76|101|3786.44|3786.44|活期存款
1166407529|710000.00|140|710000.00|710000.00|国债
1514021740|200000.00|107|185365.85|185365.85|主动型负债
1217870360|0.00|1071|58536.59|58536.59|结构性理财
1519044602|665000.00|111|665000.00|665000.00|商贷通
1506952635|1000000.00|1221|1000000.00|1000000.00|PBSS代销类理财
1339890923|3090.00|170|3090.00|3090.00|保险
1501981933|0.00|103|0.00|0.00|钱生钱
1518775460|1504730.55|131|1425017.43|1425017.43|一般基金
1111822739|0.01|161|0.01|0.01|黄金T+D
1259946623|117630.88|105|111361.92|111361.92|金积存
1219820952|790000.00|110|790000.00|790000.00|贷款
1319155660|8160.73|100|1637.62|1637.62|储蓄存款
1504799486|60035.75|120|39108.42|39108.42|理财
1513696144|0.00|102|59765.89|59765.89|定期存款
1142189883|3000000.00|114|3000000.00|3000000.00|消费贷款
1519760434|16352.49|130|12471.69|12471.69|基金
1510133635|100388.76|121|296492.84|296492.84|TSS
1100496853|1461381.19|113|1420894.41|1420894.41|其它个贷
1259946623|846985.68|112|851855.02|851855.02|按揭
1500069864|1.00|150|1.00|1.00|第三方存管
1319437897|20850.90|101|13898.86|13898.86|活期存款
1525561111|50000.00|107|21951.22|21951.22|主动型负债
1500210557|0.00|1071|9390.24|9390.24|结构性理财
1507065630|500000.00|111|500000.00|500000.00|商贷通
1254380904|0.00|1221|1792682.93|1792682.93|PBSS代销类理财
1345387077|300000.00|170|300000.00|300000.00|保险
1513696144|0.00|103|3058.57|3058.57|钱生钱
1134871138|6957.59|131|6032.98|6032.98|一般基金
1164090948|26.13|105|24.74|24.74|金积存
1123376558|40000.00|110|104878.05|104878.05|贷款
1528020232|3.08|100|114.93|114.93|储蓄存款
1515409474|50111.92|120|12208.77|12208.77|理财
1520713391|0.00|102|97109.72|97109.72|定期存款
1116914832|161308.45|114|163144.07|163144.07|消费贷款
1520844802|46867.92|130|46350.56|46350.56|基金
1512340442|0.00|121|6141.75|6141.75|TSS
1149029503|0.00|113|237.12|237.12|其它个贷
1101423384|940000.00|112|57317.07|57317.07|按揭
1512595974|375.62|150|517.95|517.95|第三方存管
1505747793|27421.21|101|12292.08|12292.08|活期存款
1508832783|350000.00|107|162195.12|162195.12|主动型负债
1518837282|0.00|1071|345731.71|345731.71|结构性理财
1519044602|1100000.00|111|1100000.00|1100000.00|商贷通
1108846087|1000000.00|1221|1000000.00|1000000.00|PBSS代销类理财
1509082869|100000.00|170|100000.00|100000.00|保险
1520713391|0.00|103|97109.72|97109.72|钱生钱
1525057925|99065.97|131|65130.05|65130.05|一般基金
1505987671|13194.64|105|5851.62|5851.62|金积存
1109788459|300000.00|110|396341.46|396341.46|贷款
1506015528|10.57|100|10.56|10.56|储蓄存款
1308006223|50747.95|120|291635.52|291635.52|理财
1526322048|0.00|102|465738.25|465738.25|定期存款
1516002587|986804.13|114|988638.08|988638.08|消费贷款
1526296926|99488.45|130|19388.30|19388.30|基金
1520614835|61179.86|121|60850.32|60850.32|TSS
1500888111|200000.00|113|200000.00|200000.00|其它个贷
1110435347|0.00|112|0.00|0.00|按揭
1503556872|79631.01|150|36875.61|36875.61|第三方存管
1519356618|55.07|101|95.25|95.25|活期存款
1526010727|50000.00|107|50000.00|50000.00|主动型负债
1508176567|5000000.00|111|5000000.00|5000000.00|商贷通
1053087319|9000000.00|1221|9000000.00|9000000.00|PBSS代销类理财
1500115709|10000.00|170|10000.00|10000.00|保险
1526322048|0.00|103|177933.37|177933.37|钱生钱
1519760434|16352.49|131|12471.69|12471.69|一般基金
1500678796|0.00|105|13.21|13.21|金积存
1222008175|756237.73|110|757559.64|757559.64|贷款
1527053583|9.07|100|3664.30|3664.30|储蓄存款
1525018872|0.00|120|36698.21|36698.21|理财
1521513565|0.00|102|0.00|0.00|定期存款
1152325028|560152.08|114|561894.74|561894.74|消费贷款
1520798306|125547.40|130|123376.56|123376.56|基金
1160790384|801743.28|121|531903.02|531903.02|TSS
1219882288|150000.00|113|118902.44|118902.44|其它个贷
1100496853|139089.72|112|141259.65|141259.65|按揭
1501981933|0.42|150|0.42|0.42|第三方存管
1317750169|73.94|101|187.72|187.72|活期存款
1500210557|0.00|107|9390.24|9390.24|主动型负债
1242478786|0.00|111|70000.00|70000.00|商贷通
1508622749|3000000.00|1221|3000000.00|3000000.00|PBSS代销类理财
1217870360|104640.00|170|104640.00|104640.00|保险
1521513565|0.00|103|0.00|0.00|钱生钱
1523505722|1284.70|131|1081.17|1081.17|一般基金
1336162584|2090.24|105|1394.76|1394.76|金积存
1116914832|161308.45|110|163144.07|163144.07|贷款
1515924069|1.22|100|691.10|691.10|储蓄存款
1506820485|400818.91|120|438506.40|438506.40|理财
1525018872|150000.00|102|168791.57|168791.57|定期存款
1051444270|430625.27|114|435315.30|435315.30|消费贷款
1526866899|2972.10|130|1577.46|1577.46|基金
1510753270|190000.00|121|181772.43|181772.43|TSS
1514274177|0.00|113|0.00|0.00|其它个贷
1124822611|426139.41|112|427739.35|427739.35|按揭
1213387231|306.94|150|306.68|306.68|第三方存管
1500115709|126.50|101|341.96|341.96|活期存款
1054782502|0.00|107|34146.34|34146.34|主动型负债
1222810275|0.00|111|0.00|0.00|商贷通
1157578649|4800000.00|1221|4800000.00|4800000.00|PBSS代销类理财
1506551677|100000.00|170|100000.00|100000.00|保险
1525018872|0.00|103|18791.57|18791.57|钱生钱
1519026493|217837.35|131|223382.21|223382.21|一般基金
1185384795|0.00|105|18878.42|18878.42|金积存
1516002587|986804.13|110|988638.08|988638.08|贷款
1512398425|31.12|100|110275.59|110275.59|储蓄存款
1320688254|100041.78|120|7318.60|7318.60|理财
1526544778|0.00|102|0.00|0.00|定期存款
1164090948|164823.47|114|167106.88|167106.88|消费贷款
1526575134|45411.26|130|45131.60|45131.60|基金
1134156781|507561.64|121|505009.59|505009.59|TSS
1513210121|200000.00|113|200000.00|200000.00|其它个贷
1161280283|236670.35|112|238274.81|238274.81|按揭
1093598647|19493.36|150|26789.41|26789.41|第三方存管
1514087040|34.21|101|8476.01|8476.01|活期存款
1512096000|0.00|107|28170.73|28170.73|主动型负债
1208612091|4400000.00|1221|6331707.32|6331707.32|PBSS代销类理财
1135464533|3280.00|170|3280.00|3280.00|保险
1526544778|0.00|103|0.00|0.00|钱生钱
1526575134|45411.26|131|45131.60|45131.60|一般基金
1318193042|1018.99|105|612.44|612.44|金积存
1079775658|0.00|110|0.00|0.00|贷款
1520026821|289.29|100|23741.81|23741.81|储蓄存款
1167456439|110630.32|120|64574.73|64574.73|理财
1519525642|0.00|102|28675.97|28675.97|定期存款
1100496853|2896539.04|114|2861092.25|2861092.25|消费贷款
1511443080|0.00|130|2146.34|2146.34|基金
1518483297|551427.19|121|444775.45|444775.45|TSS
1094019237|0.00|113|6585.37|6585.37|其它个贷
1166916878|144562.03|112|145938.00|145938.00|按揭
1195574271|1072.81|150|1071.46|1071.46|第三方存管
1506834725|68561.31|101|12490.65|12490.65|活期存款
1217870360|0.00|107|58536.59|58536.59|主动型负债
1514909103|1000000.00|1221|585365.85|585365.85|PBSS代销类理财
1511611179|1000000.00|170|1000000.00|1000000.00|保险
1526328102|0.00|103|0.00|0.00|钱生钱
1527771626|4510.00|131|1139.73|1139.73|一般基金
1525032876|2612.80|105|2135.80|2135.80|金积存
1152325028|560152.08|110|561894.74|561894.74|贷款
1500061864|7194.60|100|7627.31|7627.31|储蓄存款
1280908044|230998.14|120|159688.10|159688.10|理财
1526328102|0.00|102|0.00|0.00|定期存款
1149029503|0.00|114|237.12|237.12|消费贷款
1527771626|4510.00|130|1139.73|1139.73|基金
1505908915|0.00|121|66579.09|66579.09|TSS
1123376558|300000.00|113|295670.73|295670.73|其它个贷
1173960075|251025.80|112|252880.83|252880.83|按揭
1503287372|27.25|150|25.78|25.78|第三方存管
1319155660|8160.73|101|1637.62|1637.62|活期存款
1200797204|0.00|107|15853.66|15853.66|主动型负债
1109788459|1000000.00|1221|585365.85|585365.85|PBSS代销类理财
1500162868|10000.00|170|10000.00|10000.00|保险
1523494521|0.00|103|14274.35|14274.35|钱生钱
1521513565|47137.70|131|47194.83|47194.83|一般基金
1500057840|3657.92|105|3463.65|3463.65|金积存
1051444270|430625.27|110|435315.30|435315.30|贷款
1327949430|6.12|100|3061.73|3061.73|储蓄存款
1520251822|100636.16|120|168753.59|168753.59|理财
1523494521|0.00|102|14274.35|14274.35|定期存款
1078248962|460858.96|114|464160.85|464160.85|消费贷款
1526328102|105732.10|130|105173.04|105173.04|基金
1215518811|350208.56|121|410654.62|410654.62|TSS
1521333625|300000.00|113|300000.00|300000.00|其它个贷
1123376558|1421805.54|112|1428780.48|1428780.48|按揭
1520326042|259.22|150|1728.04|1728.04|第三方存管
1327949430|6.12|101|3061.73|3061.73|活期存款
1508652115|100000.00|107|204878.05|204878.05|主动型负债
1516156474|1000000.00|1221|1000000.00|1000000.00|PBSS代销类理财
1521095299|120000.00|170|120000.00|120000.00|保险
1521013067|0.00|103|0.00|0.00|钱生钱
1524013664|17827.45|131|3261.12|3261.12|一般基金
1503908056|26.13|105|24.74|24.74|金积存
1164090948|164823.47|110|167106.88|167106.88|贷款
1526047711|502.87|100|7606.07|7606.07|储蓄存款
1508096481|50028.77|120|87072.03|87072.03|理财
1521013067|0.00|102|0.00|0.00|定期存款
1288388346|0.00|114|0.00|0.00|消费贷款
1519525642|641349.43|130|612506.15|612506.15|基金
1308006223|50747.95|121|291635.52|291635.52|TSS
1318193042|49500.00|113|55518.29|55518.29|其它个贷
1111822739|0.00|112|1612.45|1612.45|按揭
1142422279|351.26|150|3286.85|3286.85|第三方存管
1500721685|10.16|101|875.03|875.03|活期存款
1254411432|50000.00|107|50000.00|50000.00|主动型负债
1092815583|5700000.00|1221|5858536.59|5858536.59|PBSS代销类理财
1507913302|250000.00|170|250000.00|250000.00|保险
1500059196|0.00|103|9365.85|9365.85|钱生钱
1526471167|10091.40|131|10029.25|10029.25|一般基金
1505016309|1567.68|105|1484.42|1484.42|金积存
1100496853|2896539.04|110|2861092.25|2861092.25|贷款
1508652284|1014.43|100|658.00|658.00|储蓄存款
1296074889|101114.25|120|100570.55|100570.55|理财
1252262046|10035.00|102|10006.83|10006.83|定期存款
1500888111|200000.00|114|200000.00|200000.00|消费贷款
1521513565|47137.70|130|47194.83|47194.83|基金
1517386408|60958.03|121|60645.12|60645.12|TSS
1518643329|0.00|113|0.00|0.00|其它个贷
1240834001|649729.75|112|655245.15|655245.15|按揭
1310798881|21104.47|150|18244.13|18244.13|第三方存管
1521976261|47017.21|101|22956.23|22956.23|活期存款
1508953953|60000.00|107|19756.10|19756.10|主动型负债
1506696347|1000000.00|1221|1000000.00|1000000.00|PBSS代销类理财
1510980331|1370000.00|170|1370000.00|1370000.00|保险
1142201052|0.00|103|829.82|829.82|钱生钱
1501981933|77791.99|131|74293.47|74293.47|一般基金
1123376558|104.51|105|4.46|4.46|金积存
1149029503|0.00|110|237.12|237.12|贷款
1526471167|1.17|100|1.17|1.17|储蓄存款
1238438323|604374.55|120|585817.32|585817.32|理财
1500059196|0.00|102|9365.85|9365.85|定期存款
1111822739|568000.00|114|571024.39|571024.39|消费贷款
1526471167|10091.40|130|10029.25|10029.25|基金
1506820485|400818.91|121|438506.40|438506.40|TSS
1500081755|20600.00|113|49940.23|49940.23|其它个贷
1502117295|1335944.46|112|1342630.77|1342630.77|按揭
1509074222|0.46|150|0.46|0.46|第三方存管
1525561111|687.93|101|3649.89|3649.89|活期存款
1519734597|120000.00|107|120000.00|120000.00|主动型负债
1185384795|3000000.00|1221|3000000.00|3000000.00|PBSS代销类理财
1515958971|60000.00|170|60000.00|60000.00|保险
1516681532|0.00|103|2514.51|2514.51|钱生钱
1513696144|88267.36|131|84218.95|84218.95|一般基金
1173960075|1306.40|105|652.55|652.55|金积存
1078248962|460858.96|110|464160.85|464160.85|贷款
1152325028|3849.45|100|7793.42|7793.42|储蓄存款
1525147719|334006.69|120|332573.54|332573.54|理财
1280908044|100000.00|102|32926.83|32926.83|定期存款
1259946623|870152.38|114|881425.51|881425.51|消费贷款
1501981933|77791.99|130|74293.47|74293.47|基金
1299814001|101562.74|121|304444.91|304444.91|TSS
1164090948|230000.00|113|230000.00|230000.00|其它个贷
1094019237|323475.25|112|328759.81|328759.81|按揭
1144997163|152580.85|150|63713.42|63713.42|第三方存管
1508832783|100.75|101|1281.70|1281.70|活期存款
1506520304|70000.00|107|58902.44|58902.44|主动型负债
1166630397|3000000.00|1221|3000000.00|3000000.00|PBSS代销类理财
1511753683|50000.00|170|50000.00|50000.00|保险
1518837282|376502.10|103|52876.63|52876.63|钱生钱
1526322048|396165.60|131|67638.03|67638.03|一般基金
1217878999|10451.20|105|1393.88|1393.88|金积存
1288388346|0.00|110|0.00|0.00|贷款
1527235439|4.79|100|5885.09|5885.09|储蓄存款
1514619668|455316.91|120|445831.61|445831.61|理财
1142201052|0.00|102|829.82|829.82|定期存款
1166916878|144562.03|114|145938.00|145938.00|消费贷款
1513696144|88267.36|130|84218.95|84218.95|基金
1320688254|100041.78|121|7318.60|7318.60|TSS
1168227818|110518.90|113|105638.12|105638.12|其它个贷
1167174808|30465.98|112|33043.05|33043.05|按揭
1336667642|35.11|150|6.85|6.85|第三方存管
1500061864|7194.60|101|7627.31|7627.31|活期存款
1524040966|0.00|107|24146.34|24146.34|主动型负债
1207509514|1000000.00|1221|1000000.00|1000000.00|PBSS代销类理财
1500072748|1000000.00|170|1000000.00|1000000.00|保险
1134156781|0.00|103|0.00|0.00|钱生钱
1506421862|16049.87|131|10419.00|10419.00|一般基金
1511071394|2.61|105|0.38|0.38|金积存
1500888111|200000.00|110|200000.00|200000.00|贷款
1526010727|50003.84|100|54269.32|54269.32|储蓄存款
1337837982|50325.48|120|50771.05|50771.05|理财
1516681532|0.00|102|25685.24|25685.24|定期存款
1110435347|0.00|114|0.00|0.00|消费贷款
1524013664|17827.45|130|3261.12|3261.12|基金
1506090658|181683.28|121|240803.18|240803.18|TSS
1100496853|542982.70|113|549499.17|549499.17|其它个贷
1210283380|146825.24|112|147918.47|147918.47|按揭
1264022079|47373.99|150|18151.83|18151.83|第三方存管
1510171295|9504.90|101|9718.43|9718.43|活期存款
1500072748|0.00|107|8548780.49|8548780.49|主动型负债
1500050407|13200000.00|1221|13712195.12|13712195.12|PBSS代销类理财
1506344988|11186.00|170|11186.00|11186.00|保险
1507250723|0.00|103|3422.94|3422.94|钱生钱
1526544778|29227.86|131|29073.75|29073.75|一般基金
1078248962|130640.01|105|57126.04|57126.04|金积存
1111822739|568000.00|110|571024.39|571024.39|贷款
1511443080|329.14|100|13858.47|13858.47|储蓄存款
1506005916|120060.16|120|235707.27|235707.27|理财
1518837282|476502.10|102|661413.22|661413.22|定期存款
1079775658|285347.66|114|289703.19|289703.19|消费贷款
1526322048|396165.60|130|67638.03|67638.03|基金
1506112487|80756.16|121|74496.76|74496.76|TSS
1079775658|0.00|113|0.00|0.00|其它个贷
1100496853|314678.12|112|316394.20|316394.20|按揭
1261233650|50.84|150|5324.77|5324.77|第三方存管
1152325028|3849.45|101|7793.42|7793.42|活期存款
1153439583|50000.00|107|16463.41|16463.41|主动型负债
1145756793|6000000.00|1221|6000000.00|6000000.00|PBSS代销类理财
1111822739|200000.00|170|200000.00|200000.00|保险
1514807682|0.00|103|0.09|0.09|钱生钱
1519525642|641349.43|131|612506.15|612506.15|一般基金
1504900463|261.28|105|247.40|247.40|金积存
1508176567|5000000.00|110|5000000.00|5000000.00|贷款
1504537815|3.39|100|65.34|65.34|储蓄存款
1522621177|60235.97|120|112515.65|112515.65|理财
1134156781|0.00|102|0.00|0.00|定期存款
1124822611|426139.41|114|427739.35|427739.35|消费贷款
1506421862|16049.87|130|10419.00|10419.00|基金
1172897736|5002089.04|121|365930.09|365930.09|TSS
1262182060|241000.00|113|224207.31|224207.31|其它个贷
1296300320|155248.38|112|157810.26|157810.26|按揭
1225105339|33422.64|150|25403.64|25403.64|第三方存管
1519783117|65.75|101|1288.75|1288.75|活期存款
1144997163|380000.00|107|125121.95|125121.95|主动型负债
1051444270|5000.00|170|5000.00|5000.00|保险
1166778841|103696.24|103|185588.51|185588.51|钱生钱
1520929643|23568.85|131|23597.41|23597.41|一般基金
1278800754|52.26|105|49.48|49.48|金积存
1259946623|870152.38|110|881425.51|881425.51|贷款
1525033635|28.13|100|28.11|28.11|储蓄存款
1252685905|100000.00|120|74754.45|74754.45|理财
1507250723|0.00|102|3422.94|3422.94|定期存款
1161280283|236670.35|114|238274.81|238274.81|消费贷款
1526544778|29227.86|130|29073.75|29073.75|基金
1514087040|210697.19|121|250686.81|250686.81|TSS
1142461356|0.00|113|0.00|0.00|其它个贷
1168227818|789536.39|112|795982.51|795982.51|按揭
1506344988|395.27|150|1616.70|1616.70|第三方存管
1504316010|0.14|101|48.40|48.40|活期存款
1101423384|180000.00|107|79024.39|79024.39|主动型负债
1164090948|46224.00|170|46224.00|46224.00|保险
1252685905|0.00|103|27011.76|27011.76|钱生钱
1511443080|0.00|131|2146.34|2146.34|一般基金
1262182060|11313.42|105|9456.33|9456.33|金积存
1173960075|251025.80|110|252880.83|252880.83|贷款
1348169028|3330.50|100|4120.91|4120.91|储蓄存款
1215518811|350208.56|120|410654.62|410654.62|理财
1166778841|303696.24|102|385588.51|385588.51|定期存款
1101423384|940000.00|114|57317.07|57317.07|消费贷款
1523494521|79234.73|130|52092.18|52092.18|基金
1511872392|0.00|121|30193.30|30193.30|TSS
1512550100|261000.00|113|261000.00|261000.00|其它个贷
1209591497|0.00|112|0.00|0.00|按揭
1518292686|5.46|150|5720.57|5720.57|第三方存管
1506005916|8991.73|101|11749.92|11749.92|活期存款
1521755053|450000.00|107|208536.59|208536.59|主动型负债
1514416500|1080000.00|170|1080000.00|1080000.00|保险
1512330652|0.00|103|19741.69|19741.69|钱生钱
1526195637|50602.24|131|72396.70|72396.70|一般基金
