核心客户号|签约日期|当前签约日期|零售签约产品代码|零售签约产品描述|签约口径说明
1507348800|2014/3/13|2014/3/13|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1500115051|2015/4/1|2016/2/18|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1514041382|2014/10/15|2014/10/15|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1500072748|2015/9/19|2015/9/19|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1222008175|2011/12/20|2012/5/30|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1526949404|2016/1/20|2016/1/20|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1503796253|2015/12/28|2015/12/28|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1269304285|2011/7/13|2012/9/20|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1507913302|2014/3/28|2014/3/28|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1173960075|2012/4/1|2012/4/1|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1500064653|2013/2/21|2013/2/21|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1123376558|2011/12/19|2016/1/26|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1514259007|2014/11/27|2014/11/27|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1505840578|2013/12/26|2013/12/26|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1221401476|2013/2/4|2013/2/4|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1511554752|2014/11/1|2014/11/1|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1506684314|2014/2/17|2014/2/17|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1510693631|2014/6/23|2014/6/23|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1507541476|2014/3/19|2014/3/19|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1521566826|2015/6/28|2015/6/28|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1520601026|2015/7/23|2015/7/23|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1516736395|2015/1/2|2015/1/2|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1527498826|2016/1/19|2016/1/19|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1247596033|2010/7/13|2016/3/1|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1264022079|2013/12/3|2013/12/3|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1250621929|2015/2/26|2015/2/26|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1219497679|2011/12/1|2012/7/18|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1526547348|2015/12/8|2015/12/8|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1253212908|2012/2/15|2012/9/27|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1216054796|2012/1/20|2012/3/16|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1506659401|2014/2/14|2014/2/14|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1278784081|2012/1/6|2013/4/25|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1519109613|2015/2/28|2015/2/28|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1505870309|2014/7/31|2014/7/31|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1503675767|2014/8/22|2014/8/22|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1516681532|2014/12/30|2014/12/30|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1526335931|2015/11/29|2015/11/29|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1507132935|2014/3/30|2014/3/30|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1514803928|2014/11/5|2014/11/5|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1505113485|2013/12/1|2013/12/1|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1525057925|2015/10/9|2015/10/9|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1500073010|2013/3/14|2013/3/14|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1522376782|2015/6/17|2015/6/17|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1186685560|2012/3/21|2013/8/30|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1278000617|2014/2/18|2014/2/18|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1279913201|2012/2/28|2012/2/28|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1513748535|2015/1/26|2015/12/7|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1513904494|2014/10/7|2014/10/7|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1527418414|2016/1/26|2016/1/26|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1219222028|2015/7/11|2015/7/11|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1142461356|2012/1/11|2012/4/1|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1212762671|2012/3/9|2014/4/14|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1092533653|2012/1/18|2015/6/10|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1175863061|2012/1/6|2012/1/6|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1509933528|2014/6/13|2014/6/13|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1511522641|2014/7/22|2015/8/5|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1124477042|2012/2/8|2012/2/8|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1164090948|2011/12/23|2012/6/29|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1523104526|2016/1/18|2016/1/18|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1519794945|2015/3/18|2015/3/18|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1252858774|2016/2/5|2016/2/5|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1513026116|2014/10/30|2014/10/30|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1206462566|2013/3/8|2013/4/22|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1511538091|2014/8/16|2014/8/16|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1264202995|2012/2/8|2012/2/8|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1514168956|2014/12/31|2014/12/31|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1516829621|2015/1/8|2015/1/8|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1519488245|2015/3/12|2015/3/12|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1500249502|2015/12/16|2015/12/16|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1512709380|2015/3/30|2015/3/30|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1525561111|2015/10/29|2015/10/29|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1511601096|2014/7/22|2014/7/22|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1145253720|2012/1/13|2012/4/20|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1522083191|2015/6/25|2015/6/25|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1505042825|2014/11/16|2014/11/16|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1200061643|2013/2/27|2013/2/27|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1197145221|2012/2/15|2012/2/15|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1337104567|2015/3/18|2015/3/18|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1211915479|2013/11/7|2013/11/7|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1129414672|2014/7/17|2014/12/24|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1508868404|2014/4/28|2014/4/28|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1512345878|2016/3/22|2016/3/22|20171|乐生金|T03_AGENT_FUND_DTL_ACCT.PROD_ID IN (690010,690210),且客户有效，则认为签约
1526130167|2015/11/20|2015/11/20|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1117052006|2013/10/12|2015/1/19|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1092796894|2012/1/19|2012/5/3|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1188553656|2012/7/6|2012/7/6|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1501556347|2014/8/7|2015/2/17|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1506671666|2015/12/31|2015/12/31|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1283356236|2012/3/2|2013/7/4|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1166671109|2012/1/18|2012/1/18|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1507612384|2014/6/6|2014/6/6|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1306661057|2015/7/15|2015/7/15|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1518801302|2015/2/15|2015/2/15|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1516006487|2016/3/16|2016/3/16|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1506255722|2014/2/25|2014/2/25|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1227307084|2014/12/4|2014/12/4|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1160599608|2012/1/18|2015/9/3|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1524027632|2015/8/27|2015/8/27|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1512440400|2014/8/21|2014/8/21|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1508499775|2014/4/15|2014/4/15|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1525457017|2015/10/27|2015/10/27|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1166630397|2013/6/27|2013/6/27|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1506820485|2014/2/24|2014/5/31|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1513749171|2015/1/19|2015/1/19|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1505747793|2015/1/2|2015/1/2|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1192132505|2014/2/16|2014/2/16|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1511167631|2014/8/21|2014/8/21|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1184760880|2013/9/29|2013/9/29|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1500071294|2013/2/25|2013/2/25|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1526100944|2015/11/19|2015/11/19|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1248224830|2012/4/12|2012/4/12|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1252685905|2012/1/18|2013/1/5|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1517620370|2016/3/10|2016/3/10|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1515674789|2016/2/24|2016/2/24|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1509401025|2015/2/11|2015/2/11|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1521755053|2016/2/5|2016/2/5|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1506532863|2015/7/1|2015/7/1|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1520688371|2015/10/7|2015/10/7|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1515741429|2014/12/22|2014/12/22|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1137678694|2013/7/22|2013/7/22|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1507809475|2014/3/26|2016/1/13|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1511071394|2014/7/1|2014/7/1|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1155266684|2012/5/8|2012/5/8|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1510968508|2014/6/30|2014/6/30|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1519046418|2015/2/6|2015/2/6|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1514619668|2014/10/31|2014/10/31|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1508826683|2014/4/28|2014/4/28|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1500172533|2015/7/9|2015/7/9|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1506401935|2014/1/23|2014/1/23|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1149029503|2011/12/19|2011/12/19|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1211366953|2012/1/19|2012/1/19|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1269065754|2012/3/20|2012/10/11|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1503287372|2013/9/18|2013/9/18|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1526570917|2015/12/10|2015/12/10|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1159779276|2012/3/9|2012/3/9|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1507932560|2014/3/28|2014/3/28|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1120385123|2013/6/30|2014/11/5|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1129255703|2012/1/17|2013/12/29|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1514028831|2016/3/2|2016/3/2|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1151782359|2012/3/21|2015/10/9|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1505460273|2013/12/25|2013/12/25|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1165819903|2012/1/13|2012/12/12|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1166309854|2012/2/15|2012/9/4|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1524013664|2015/9/21|2015/9/21|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1289478700|2012/7/3|2012/7/3|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1505426349|2013/12/11|2013/12/11|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1506295374|2015/8/31|2015/8/31|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1525114670|2016/1/13|2016/1/13|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1510761428|2014/6/26|2014/6/26|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1528236556|2016/3/7|2016/3/7|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1525605814|2015/12/18|2015/12/18|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1329667723|2012/9/30|2013/4/10|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1311860094|2014/9/29|2014/9/29|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1199565934|2014/2/11|2014/2/11|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1506902156|2014/7/5|2014/7/5|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1304809056|2012/7/9|2015/1/16|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1099090535|2013/1/29|2013/1/29|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1158826680|2012/1/17|2012/1/17|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1169604406|2014/5/30|2014/5/30|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1506721661|2014/2/19|2014/2/19|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1134156781|2012/4/17|2014/12/21|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1515818478|2014/12/25|2014/12/25|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1508953953|2014/4/30|2014/4/30|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1507491062|2014/4/11|2014/4/11|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1516457148|2015/7/16|2015/7/16|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1518837282|2015/1/29|2015/1/29|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1513889641|2014/10/8|2015/3/3|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1505186409|2013/12/3|2013/12/3|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1175238477|2011/11/23|2013/8/6|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1322523137|2013/2/22|2014/12/26|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1288613082|2012/4/20|2015/3/25|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1180582071|2012/6/19|2013/2/5|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1155007820|2012/1/19|2013/7/17|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1500879982|2015/11/19|2015/11/19|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1521290201|2015/5/13|2015/5/13|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1525297810|2015/10/19|2015/10/19|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1521987557|2015/6/25|2015/6/25|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1515866382|2016/3/22|2016/3/22|20171|乐生金|T03_AGENT_FUND_DTL_ACCT.PROD_ID IN (690010,690210),且客户有效，则认为签约
1197081713|2011/11/25|2012/1/13|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1527868952|2016/3/17|2016/3/17|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1509789268|2015/3/30|2015/3/30|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1511665010|2014/8/22|2014/8/22|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1159560340|2013/12/15|2013/12/15|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1505987671|2014/1/2|2014/1/2|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1318193042|2014/1/6|2015/12/30|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1283914504|2014/12/27|2015/9/29|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1506232229|2015/2/12|2015/2/12|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1504965903|2013/12/12|2013/12/12|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1525147719|2015/10/13|2015/10/13|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1167174808|2015/3/17|2015/3/17|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1522854845|2015/7/3|2015/7/3|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1299814001|2012/2/15|2012/2/15|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1320328037|2012/7/18|2012/7/18|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1519357883|2015/2/28|2015/2/28|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1229950389|2015/4/21|2015/4/21|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1520684112|2015/4/19|2015/4/19|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1504898107|2013/12/24|2013/12/24|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1500047571|2015/1/19|2015/1/19|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1515728038|2014/12/3|2014/12/3|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1092815583|2011/11/30|2014/1/6|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1132531878|2011/1/26|2011/1/26|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1523161044|2015/7/20|2015/7/20|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1513442049|2014/10/17|2014/10/17|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1513422501|2014/12/25|2014/12/25|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1500059196|2013/2/8|2013/8/19|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1254411432|2013/7/1|2013/7/1|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
1520764579|2015/5/22|2015/5/22|101210|TSS理财|客户的tss理财余额>0 则认为客户是tss理财客户
